         BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1683.36507      1683.35462       1985.2698       1055.6543        339.4674        -58.1992        586.1675       1055.6543
     1683.38591      1683.37546      -1088.9457       1050.7088       1947.5790        -58.1992      -2126.7835       1050.7088
     1683.40674      1683.39629      -2299.3735       1053.7533       -509.2844        -58.1992      -1809.1447       1053.7533
     1683.42757      1683.41712       2068.7565       1053.3500       -843.6674        -58.1992       1339.3111       1053.3500
     1683.44841      1683.43796       5805.1484       1055.0878       1217.2102        -58.1992       1342.6319       1055.0878
     1683.46924      1683.45879        -88.9335       1055.0582       1737.7858        -58.1992        923.1309       1055.0582
     1683.49007      1683.47962         39.5187       1052.7057       -885.4897        -58.1992      -1166.1908       1052.7057
     1683.51091      1683.50046       -190.8086       1053.7445      -1612.4585        -58.1992       -442.9516       1053.7445
     1683.53174      1683.52129      -3021.8128       1056.0628        736.3411         73.7272       -481.7682       1056.0628
     1683.55257      1683.54212       2589.0946       1053.0256        536.2244        -58.1992       1794.3423       1053.0256
     1683.57340      1683.56296      -3057.4837       1055.0131      -2123.4353         73.7272        -58.1992       1055.0131
     1683.59424      1683.58379       -608.5909       1052.2180       -388.8359         73.7272         73.7272       1052.2180
     1683.61507      1683.60462        651.1977       1053.5844       -322.6969         73.7272        416.2446       1053.5844
     1683.63590      1683.62546      -1046.4696       1058.4427       -413.7984        -58.1992       -237.6087       1058.4427
     1683.65674      1683.64629       1369.1304       1052.3049      -1074.8133         73.7272      -1141.9030       1052.3049
     1683.67757      1683.66712       3086.6714       1053.6751      -1845.3534        -58.1992        184.1294       1053.6751
     1683.69840      1683.68796      -1983.5805       1057.2943        195.3365         73.7272       -501.9758       1057.2943
     1683.71924      1683.70879      -1510.4616       1055.5335        556.8343        184.1294       -698.6596       1055.5335
     1683.74007      1683.72962      -3035.6443       1054.8223        799.0197        368.8052        593.9629       1054.8223
     1683.76090      1683.75046        336.1826       1053.7462       1457.4715        368.8052       1431.9029       1053.7462
     1683.78174      1683.77129       3428.1938       1055.9639      -1459.7415        184.1294        822.0298       1055.9639
     1683.80257      1683.79212        -80.0586       1053.5487        -99.1517         73.7272       -284.9969       1053.5487
     1683.82340      1683.81296      -1629.8371       1055.4682        -64.0157         73.7272      -1286.8178       1055.4682
     1683.84423      1683.83379      -2406.8395       1053.0539        536.0209         73.7272        798.9584       1053.0539
     1683.86507      1683.85462      -2658.9972       1050.7901       2265.9750         73.7272      -1034.9359       1050.7901
     1683.88590      1683.87546      -4145.9882       1053.0110        714.8641         73.7272      -3518.8834       1053.0110
     1683.90673      1683.89629      -1356.2287       1050.1929       1879.1731        133.0920        609.0930       1050.1929
     1683.92757      1683.91712       1069.8078       1050.4794        332.3742        133.0920        368.8052       1050.4794
     1683.94840      1683.93796       -600.6245       1050.9299        710.4108         73.7272       -969.8902       1050.9299
     1683.96923      1683.95879       1604.4563       1051.9347       2080.8531         73.7272        927.4726       1051.9347
     1683.99007      1683.97962       5422.1070       1052.5535        517.1584         73.7272       1807.0229       1052.5535
     1684.01090      1684.00046       3697.5077       1051.7327       1509.1179        133.0920       1335.2640       1051.7327
