         BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1683.36508      1683.35462       -345.8626        995.5892        719.5297       -152.0414       -346.2683        995.5892
     1683.38591      1683.37546       2728.0929        999.4350          6.5146        -93.1365        239.5144        999.4350
     1683.40675      1683.39629       -400.7769        996.2118       2468.3130       -152.0414       1036.0041        996.2118
     1683.42758      1683.41712       -777.3802       1002.5277       3130.6416       -152.0414       -446.1005       1002.5277
     1683.44841      1683.43796       3683.8588        994.9528      -1187.1985       -152.0414       -225.4342        994.9528
     1683.46925      1683.45879      -1046.5697        980.0206         16.6016       -152.0414      -1503.4102        980.0206
     1683.49008      1683.47962       1225.9957        978.1807        991.1917       -152.0414        -93.1365        978.1807
     1683.51091      1683.50046       1643.2904        986.5840       2081.9236       -152.0414       1132.1495        986.5840
     1683.53175      1683.52129        779.1145        987.2027       -768.3003       -152.0414       -152.0414        987.2027
     1683.55258      1683.54212      -2611.8982        983.4598        417.0940        -93.1365       -831.3096        983.4598
     1683.57341      1683.56296       2184.8868        988.5299        318.1248        -93.1365       1533.4076        988.5299
     1683.59425      1683.58379       2280.1067        992.9840        834.5634        -93.1365       3050.9231        992.9840
     1683.61508      1683.60462       -610.3566       1000.0063       1376.7819       -152.0414        717.2911       1000.0063
     1683.63591      1683.62546        772.6220       1025.8926       -300.8231       -152.0414       1547.9798       1025.8926
     1683.65675      1683.64629       1336.8401       1024.1111      -1854.4525       -152.0414       -265.3062       1024.1111
     1683.67758      1683.66712      -2332.6555       1013.4350       -419.9151        -93.1365      -1472.9392       1013.4350
     1683.69841      1683.68796      -2157.5519        986.5700       1739.7018        -93.1365      -1013.1221        986.5700
     1683.71925      1683.70879      -1579.5182        989.9139       1161.5224        -93.1365       -818.3355        989.9139
     1683.74008      1683.72962       1626.9210        986.0534        689.9097        -93.1365        998.9773        986.0534
     1683.76091      1683.75046      -1291.8258        983.4022       2127.5123        -93.1365       -861.1244        983.4022
     1683.78175      1683.77129       1011.4754        988.6198       1916.5612        -93.1365        685.5345        988.6198
     1683.80258      1683.79212       -103.8421        986.6202        602.6361          6.0125        280.5998        986.6202
     1683.82341      1683.81296       -300.9733        988.7357       -766.6781        -93.1365        160.2902        988.7357
     1683.84425      1683.83379      -2328.3532        992.2381        725.4065       -152.0414       -692.8557        992.2381
     1683.86508      1683.85462       2177.9946        997.3396      -2098.4286       -152.0414       1196.9246        997.3396
     1683.88591      1683.87546      -1331.5487        987.9902       2375.5365        -93.1365       -895.2248        987.9902
     1683.90675      1683.89629      -7114.9945        997.0733       1024.7465       -152.0414      -1772.0310        997.0733
     1683.92758      1683.91712       -860.4597        993.8129       -583.5455       -152.0414        630.5673        993.8129
     1683.94841      1683.93796       1068.8579        989.3397      -1135.1956       -152.0414       1031.4453        989.3397
     1683.96925      1683.95879       -252.0036        989.0235        194.9739        -93.1365       -186.8990        989.0235
     1683.99008      1683.97962       1700.7083        992.7709       -832.2892        -93.1365          6.0125        992.7709
     1684.01091      1684.00046       -467.1998       1008.8943      -1765.5915          6.0125       -961.7397       1008.8943
     1684.03175      1684.02129       -206.6615       1002.5933       -928.1339       -152.0414       1023.4506       1002.5933
     1684.05258      1684.04212       2118.0381       1005.9794       -566.6491       -186.8990       1221.6811       1005.9794
     1684.07341      1684.06296      -1852.9052        995.1442       1475.6055       -186.8990      -1317.6578        995.1442
     1684.09425      1684.08379      -2926.9902       1006.7622        248.0206       -265.3062      -2571.4945       1006.7622
     1684.11508      1684.10462       2756.6690        992.1832       1712.3848       -323.3300       1051.6319        992.1832
     1684.13591      1684.12546        207.5543        999.9074       -498.8482       -418.5997        183.7373        999.9074
     1684.15675      1684.14629       2115.2457        981.3857        180.8881       -436.9087        436.4189        981.3857
     1684.17758      1684.16712      -1578.4629        964.5128        754.3254       -436.9087         26.7115        964.5128
     1684.19841      1684.18796       -228.6097        963.5139       1207.3602       -436.9087        257.9991        963.5139
     1684.21925      1684.20879        888.3732        953.6715      -2062.1753       -418.5997       -323.3300        953.6715
     1684.24008      1684.22962      -4806.9816        958.9848        118.5833       -323.3300       -567.2103        958.9848
     1684.26091      1684.25046       1885.3189        990.8372        734.8869       -418.5997       -808.3141        990.8372
     1684.28174      1684.27129       1721.5406       1000.4214       -743.2162       -323.3300       1184.7707       1000.4214
     1684.30258      1684.29212      -3746.6415       1024.5731       2394.2296       -367.1493       -630.8444       1024.5731
     1684.32341      1684.31296      -5511.5747       1039.8271       2662.8797       -418.5997      -1755.6853       1039.8271
     1684.34424      1684.33379      -1737.3241        995.2179       -191.2855       -418.5997       -441.2042        995.2179
     1684.36508      1684.35462         34.6039       1017.8933        251.8285       -418.5997        929.3871       1017.8933
     1684.38591      1684.37546      -1744.1878       1018.1314        211.2908       -418.5997      -1123.5720       1018.1314
     1684.40674      1684.39629      -1018.5593       1029.4956       1035.0715       -367.1493        978.6118       1029.4956
     1684.42758      1684.41712      -1622.1054       1023.0781       1994.8619       -367.1493       -436.9087       1023.0781
     1684.44841      1684.43796       -965.2453       1022.6099       -878.3585       -367.1493        899.3898       1022.6099
     1684.46924      1684.45879      -4414.6712       1015.1795       -493.5089       -367.1493      -2202.0615       1015.1795
     1684.49008      1684.47962      -1419.2688       1018.6738         24.0338       -367.1493       1622.1751       1018.6738
     1684.51091      1684.50046      -3075.4021       1023.2878          7.2022       -367.1493      -1341.8050       1023.2878
     1684.53174      1684.52129      -2632.8687       1028.4139       -788.0727       -351.2766      -1288.2100       1028.4139
     1684.55258      1684.54212       -764.8910       1044.9163        909.6932       -367.1493      -1077.0134       1044.9163
     1684.57341      1684.56296      -1667.9129       1056.3778         32.2377       -367.1493       -860.7762       1056.3778
     1684.59424      1684.58379      -2043.8538       1039.2339       1202.8733       -351.2766      -1158.9967       1039.2339
     1684.61508      1684.60462      -2666.7885       1042.0755         53.5991       -323.3300       -418.5997       1042.0755
     1684.63591      1684.62546       -571.0363       1064.6538        656.1248       -323.3300       -561.8040       1064.6538
     1684.65674      1684.64629        -62.2202       1064.7089       2805.1342       -351.2766        664.9857       1064.7089
     1684.67758      1684.66712       -421.9891       1037.3429       -127.6232       -351.2766       -761.6471       1037.3429
     1684.69841      1684.68796       3819.4278       1074.7909       3290.4558       -351.2766       1898.9215       1074.7909
     1684.71924      1684.70879        976.0085       1083.0799       1928.8483       -367.1493        710.7685       1083.0799
     1684.74008      1684.72962      -1303.1284       1088.5356       2291.9135       -367.1493       -496.5645       1088.5356
     1684.76091      1684.75046       4256.1457       1080.3345       2318.4746       -351.2766       1042.2816       1080.3345
     1684.78174      1684.77129      -1901.0182       1078.1699       2109.2262       -351.2766       -367.1493       1078.1699
     1684.80258      1684.79212        471.0647       1098.9130       3014.9670       -351.2766       -728.1282       1098.9130
     1684.82341      1684.81296      -2659.7652       1093.9095       5475.5024       -351.2766        737.3392       1093.9095
     1684.84424      1684.83379       2032.7423       1102.3169       2175.2631       -246.8305      -1260.9489       1102.3169
     1684.86508      1684.85462       2590.8874       1106.3053       -406.2173       -246.8305       1463.9130       1106.3053
     1684.88591      1684.87546       2696.7786       1107.7606       3294.9461       -351.2766       1051.1660       1107.7606
     1684.90674      1684.89629        242.5087       1106.2300        883.4198       -351.2766       -544.5702       1106.2300
     1684.92758      1684.91712       -121.3072       1091.8797       2626.5219       -351.2766       1371.8737       1091.8797
     1684.94841      1684.93796       -441.5036       1076.0812       2994.0314       -246.8305       1271.4151       1076.0812
     1684.96924      1684.95879        610.6341       1099.8413       2683.4808       -246.8305       1394.4014       1099.8413
     1684.99008      1684.97962      -1193.1824       1082.9413       3006.0729       -246.8305       -351.2766       1082.9413
     1685.01091      1685.00046        177.7795       1097.2633       3428.0057       -351.2766       1649.8501       1097.2633
     1685.03174      1685.02129        194.8968       1091.2101        266.9141       -246.8305      -1454.6863       1091.2101
     1685.05258      1685.04212        399.3939       1082.2418        524.4431       -246.8305        556.3875       1082.2418
     1685.07341      1685.06296      -1634.6648       1082.5907       1136.8197       -199.0763        157.4425       1082.5907
     1685.09424      1685.08379        413.2136       1084.5922       -828.9578        -74.9211        181.0496       1084.5922
     1685.11508      1685.10462       3015.0659       1074.5809        441.0618        -74.9211       -246.8305       1074.5809
     1685.13591      1685.12546      -2623.0268       1079.0848       1275.2330         34.3975       -643.4532       1079.0848
     1685.15674      1685.14629       -389.6105       1109.6363       1439.2655        157.4425       1024.8288       1109.6363
     1685.17758      1685.16712       -414.5292       1086.3717       -577.3792         34.3975        948.5316       1086.3717
     1685.19841      1685.18796      -2449.7272       1134.4557       2951.9838        157.4425      -2279.9190       1134.4557
     1685.21924      1685.20879       2464.2794       1086.3562        200.5592         34.3975       1046.7656       1086.3562
     1685.24007      1685.22962       2549.5624       1070.7007      -1021.2224         34.3975       1754.3168       1070.7007
     1685.26091      1685.25046       1093.7088       1083.5114        474.1247        157.4425      -1147.4258       1083.5114
     1685.28174      1685.27129        920.9079       1081.3711       1110.1364         34.3975        443.6310       1081.3711
     1685.30257      1685.29212      -3086.2576       1121.5720       1371.2620        157.4425      -1406.9306       1121.5720
     1685.32341      1685.31296       -547.7618       1083.7209      -1220.2035        157.4425        -74.9211       1083.7209
     1685.34424      1685.33379      -6863.7205       1095.4749        978.1445         34.3975      -3998.9321       1095.4749
     1685.36507      1685.35462      -3816.5378       1104.6798       1108.9048         34.3975       -761.9954       1104.6798
     1685.38591      1685.37546      -5080.0770       1092.7293        896.5137         34.3975      -2653.7831       1092.7293
     1685.40674      1685.39629       -854.2229       1099.5271      -4365.3996        -74.9211        427.0496       1099.5271
     1685.42757      1685.41712       2040.5585       1088.0727       3357.5126        -74.9211        661.2531       1088.0727
     1685.44841      1685.43796       1150.2269       1100.8711         19.1387        -74.9211        695.3379       1100.8711
     1685.46924      1685.45879        293.9951       1101.4505        366.9545       -164.3205       -472.5083       1101.4505
     1685.49007      1685.47962         50.0517       1092.5675      -2147.0768       -164.3205       -803.3548       1092.5675
     1685.51091      1685.50046       3590.7701       1128.3622       2821.7736        -74.9211       -199.0763       1128.3622
     1685.53174      1685.52129      -1541.4982       1081.8806       1060.4770        -74.9211      -1619.9802       1081.8806
     1685.55257      1685.54212       2382.3028       1138.3145        577.2020         34.3975         34.3975       1138.3145
     1685.57341      1685.56296       6405.9853       1147.8175       3332.0013        -74.9211        388.3375       1147.8175
     1685.59424      1685.58379      -4297.3294       1142.5930       2084.3910       -164.3205      -3263.1598       1142.5930
     1685.61507      1685.60462       1259.9810       1144.5123       1645.2566       -199.0763        753.4763       1144.5123
     1685.63591      1685.62546        923.3987       1090.1397       1287.9831       -164.3205       1205.7876       1090.1397
     1685.65674      1685.64629       -479.4727       1148.6477       1931.7784        -74.9211       -975.3546       1148.6477
     1685.67757      1685.66712       2850.3668       1151.1631       1955.2378        -74.9211       1174.4715       1151.1631
     1685.69841      1685.68796       3336.4358       1146.3005        209.8979       -164.3205       -340.6740       1146.3005
     1685.71924      1685.70879       1533.6799       1152.0802       2225.6569       -164.3205        294.5000       1152.0802
     1685.74007      1685.72962       2694.8691       1151.3513       3421.1062       -199.0763        577.6773       1151.3513
     1685.76091      1685.75046      -1784.7505       1149.4894       3990.0607       -239.3524      -2072.5516       1149.4894
     1685.78174      1685.77129       6169.3517       1159.1125       -776.7849       -199.0763       1458.3512       1159.1125
     1685.80257      1685.79212        411.3235       1142.0995       3236.6882       -199.0763       -477.8434       1142.0995
     1685.82341      1685.81296      -1196.4550       1101.1405       1713.4494       -164.3205      -1226.2314       1101.1405
     1685.84424      1685.83379       3746.8164       1127.6847       1775.8405       -199.0763       -239.3524       1127.6847
     1685.86507      1685.85462       1913.3549       1114.7623       1565.7657       -199.0763        284.5735       1114.7623
     1685.88591      1685.87546       4050.2725       1119.8713      -1867.9957       -199.0763      -1386.6804       1119.8713
     1685.90674      1685.89629       4818.5680       1115.1971       1218.2284       -164.3205       -164.3205       1115.1971
     1685.92757      1685.91712       3672.8959       1116.6615       -454.4696       -199.0763        632.3103       1116.6615
     1685.94841      1685.93796       -912.8259       1118.4608       2154.1166       -199.0763       -591.0059       1118.4608
     1685.96924      1685.95879       2847.0455       1085.1247       -260.7849       -199.0763        196.2717       1085.1247
     1685.99007      1685.97962       2598.6623       1121.7064       -100.3236       -199.0763        187.3910       1121.7064
     1686.01090      1686.00046       5603.9280       1115.5826        960.8104       -199.0763        745.1376       1115.5826
     1686.03174      1686.02129       1342.2466       1131.2056        181.6423       -164.3205       1423.4796       1131.2056
     1686.05257      1686.04212        510.7721       1091.3368      -1821.1663          5.9263      -1501.9828       1091.3368
     1686.07340      1686.06296       -566.3117       1096.0409       -496.0046       -164.3205      -1201.0233       1096.0409
     1686.09424      1686.08379      -1600.1837       1100.8444        143.2366       -164.3205      -1678.2048       1100.8444
     1686.11507      1686.10462       4441.2074       1135.6258       4017.1216       -164.3205       1603.7274       1135.6258
     1686.13590      1686.12546        431.8551       1099.2341       3129.7101       -202.5218        880.2387       1099.2341
     1686.15674      1686.14629       2978.3342       1129.2527        184.0715       -239.3524        767.5748       1129.2527
     1686.17757      1686.16712       1642.8058       1147.4744        709.0274       -239.3524       -465.2898       1147.4744
     1686.19840      1686.18796       -172.2528       1149.8140       2485.5867       -314.6550      -1281.6413       1149.8140
     1686.21924      1686.20879      -1703.5549       1122.6108      -1405.8626       -239.3524      -1823.4666       1122.6108
     1686.24007      1686.22962       7415.4530       1154.5215       2133.2618       -314.6550       -554.2495       1154.5215
     1686.26090      1686.25046       3153.5395       1126.8904       1490.4908       -378.8364        329.6452       1126.8904
     1686.28174      1686.27129       2279.0912       1129.9876      -2367.8795       -378.8364        495.4741       1129.9876
     1686.30257      1686.29212      -2616.4145       1092.5852       -717.4633       -378.8364          5.9263       1092.5852
     1686.32340      1686.31296      -1426.8306       1123.4802       1453.6920       -378.8364       -645.2276       1123.4802
     1686.34424      1686.33379       1604.0497       1120.0127         -8.7211       -378.8364       -813.8842       1120.0127
     1686.36507      1686.35462      -1505.1334       1115.9441        143.9523       -378.8364      -1205.1629       1115.9441
     1686.38590      1686.37546      -1245.7008       1136.1955       -872.2525       -464.2799       1324.1323       1136.1955
     1686.40674      1686.39629      -1236.1571       1124.5735      -1566.6464       -378.8364       -202.5218       1124.5735
     1686.42757      1686.41712       -791.0033       1129.5188        346.8868       -378.8364        313.1769       1129.5188
     1686.44840      1686.43796       -591.3310       1139.4774       2918.9740       -464.2799         32.9061       1139.4774
