         BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1711.38754      1711.37546      -1458.9527       1174.3164       3119.4620       1327.5332       2054.9632       1174.3164
     1711.40837      1711.39629      -1426.0246       1174.7021      -2523.7893       1327.5332      -2440.4392       1174.7021
     1711.42921      1711.41712        521.2082       1197.9855        400.6006       1246.7088       2658.6441       1197.9855
     1711.45004      1711.43796       -181.5498       1176.1273       1791.7796       1246.7088       2251.4757       1176.1273
     1711.47087      1711.45879      -1417.2481       1170.7759       3445.5849       1327.5332       1823.9026       1170.7759
     1711.49171      1711.47962      -5891.6662       1181.7340       4715.2512       1262.2013       -445.5827       1181.7340
     1711.51254      1711.50046      -6777.2017       1173.9997       6326.9758       1327.5332       1349.7907       1173.9997
     1711.53337      1711.52129        798.0007       1117.1560       3981.3493       1262.2013       2929.3894       1117.1560
     1711.55421      1711.54212      -7762.0493       1180.7106       1294.5994       1262.2013      -5493.7294       1180.7106
     1711.57504      1711.56296       -108.2934       1166.5461        157.5106       1262.2013       1580.9092       1166.5461
     1711.59587      1711.58379      10615.9035       1169.5099       4646.8889       1327.5332       9434.1522       1169.5099
     1711.61671      1711.60462      -4995.0550       1173.9581       6121.5541       1349.7907       -793.8515       1173.9581
     1711.63754      1711.62546      -1806.5078       1147.5233       1726.8209       1349.7907       1224.9271       1147.5233
     1711.65837      1711.64629      -1899.0750       1154.6846       3722.1906       1349.7907       1028.8258       1154.6846
     1711.67921      1711.66712      -5717.0903       1149.6338       6116.8049       1349.7907        290.2404       1149.6338
     1711.70004      1711.68796       1687.3062       1158.3771       2855.4630       1349.7907       3161.9753       1158.3771
     1711.72087      1711.70879      -2188.3897       1162.2492       2473.7650       1349.7907       1246.7088       1162.2492
     1711.74171      1711.72962       -619.8047       1162.3033       1598.7656       1349.7907       1327.5332       1162.3033
     1711.76254      1711.75046      -3262.8663       1170.4317       3923.3190       1327.5332       -611.4237       1170.4317
     1711.78337      1711.77129       -100.0259       1173.6961       3493.2410       1349.7907       2655.1615       1173.6961
     1711.80421      1711.79212      -3966.8865       1141.5548       5925.6804       1327.5332         97.2821       1141.5548
     1711.82504      1711.81296       -863.4179       1142.2665       5894.0584       1262.2013      -1462.8019       1142.2665
     1711.84588      1711.83379        455.3479       1154.4827       5961.6084       1246.7088       5382.2568       1154.4827
     1711.86671      1711.85462      -1464.6402       1109.0273       5234.2624       1262.2013       1472.4307       1109.0273
     1711.88754      1711.87546       3242.2737       1160.6305       3313.9761       1262.2013       1159.5969       1160.6305
     1711.90838      1711.89629       -214.5083       1090.6049       5120.0367       1262.2013       1005.2292       1090.6049
     1711.92921      1711.91712      -4296.2520       1123.7143       2126.0707       1262.2013        622.3207       1123.7143
     1711.95004      1711.93796       2232.9859       1148.6856       6352.1928       1262.2013       5323.6801       1148.6856
     1711.97088      1711.95879      -2697.0890       1096.3944       3374.0006       1246.7088       1262.2013       1096.3944
     1711.99171      1711.97962       2405.5784       1132.5993       3126.6436       1224.9271       1723.0218       1132.5993
     1712.01254      1712.00046        967.3540       1093.4541       3093.3280       1246.7088       -190.0478       1093.4541
     1712.03338      1712.02129       -362.0117       1117.8599       4338.7113       1246.7088       1124.0666       1117.8599
     1712.05421      1712.04212       4480.0441       1089.3333       2974.1418       1224.9271       5483.1556       1089.3333
     1712.07504      1712.06296        194.3123       1159.0343       3464.5003       1224.9271       2782.9023       1159.0343
     1712.09588      1712.08379       1215.3742       1126.8801       4738.4204       1162.3262       5252.1336       1126.8801
     1712.11671      1712.10462        541.3307       1094.0124       4245.2670       1162.3262       1792.5903       1094.0124
     1712.13754      1712.12546       3080.2932       1104.2393        889.5597       1224.9271        942.9949       1104.2393
     1712.15838      1712.14629        398.7045       1145.2565       2833.2096       1162.3262        121.8320       1145.2565
     1712.17921      1712.16712       7005.2243       1116.5008       1457.9222       1246.7088       5882.9544       1116.5008
     1712.20004      1712.18796      -1938.9989       1118.3970       5664.3015       1262.2013       -425.8532       1118.3970
     1712.22088      1712.20879       1430.8398       1113.6880       1430.8793       1262.2013       2187.1017       1113.6880
     1712.24171      1712.22962        539.8674       1125.2648       2453.4815       1327.5332       1162.3262       1125.2648
     1712.26254      1712.25046       3173.2330       1137.1133       3273.5660       1262.2013       1748.9363       1137.1133
     1712.28338      1712.27129       4676.6297       1132.0902        486.7551       1262.2013          8.3026       1132.0902
     1712.30421      1712.29212      -1161.8124       1104.6607       3438.4797       1262.2013      -1009.8629       1104.6607
     1712.32505      1712.31296       2554.5738       1136.3992       2617.0159       1262.2013        931.8759       1136.3992
     1712.34588      1712.33379       4187.3827       1162.9546       1674.4633       1262.2013       4920.5059       1162.9546
     1712.36671      1712.35462       5106.7439       1126.5366       2192.7706       1262.2013       4696.1783       1126.5366
     1712.38755      1712.37546        871.1187       1162.8365       2883.8509       1262.2013       3009.9611       1162.8365
     1712.40838      1712.39629       -283.3462       1120.2386       3321.4781       1262.2013        176.1611       1120.2386
     1712.42921      1712.41712       1815.1090       1169.4617       2209.4620       1262.2013       1855.0793       1169.4617
     1712.45005      1712.43796      -1152.5689       1153.5799       4187.1485       1262.2013        778.8328       1153.5799
     1712.47088      1712.45879        640.5300       1142.6226        560.6453       1238.3989        569.0212       1142.6226
     1712.49171      1712.47962        584.5855       1186.6537       3547.1234       1238.3989       2865.8396       1186.6537
     1712.51255      1712.50046       1945.5255       1137.9902       2870.7925       1162.3262       2689.7400       1137.9902
     1712.53338      1712.52129       1487.9816       1139.7969       2600.8714       1162.3262        358.2004       1139.7969
     1712.55421      1712.54212       1361.5365       1144.7206       2023.5204       1238.3989      -1464.6397       1144.7206
     1712.57505      1712.56296      -2196.1925       1147.8754       6861.2282       1162.3262       -325.3651       1147.8754
     1712.59588      1712.58379       4345.5266       1146.6184       6432.5818       1162.3262       5959.5720       1146.6184
     1712.61671      1712.60462       2316.0203       1158.2363       4844.1926       1042.1070       3222.3208       1158.2363
     1712.63755      1712.62546      -1365.9834       1163.9105       8331.9269       1042.1070         45.0114       1163.9105
     1712.65838      1712.64629       1597.2969       1181.8478       9362.4817       1042.1070       5669.8117       1181.8478
     1712.67921      1712.66712        911.5309       1207.7917       6754.0065       1080.2925       4360.5313       1207.7917
     1712.70005      1712.68796        904.8302       1227.9430       6477.2662       1042.1070       1579.1126       1227.9430
     1712.72088      1712.70879        476.9386       1221.8906       7450.5452       1042.1070       3230.7703       1221.8906
     1712.74171      1712.72962      -1435.5779       1210.8785       6548.5118        931.8759       1238.3989       1210.8785
     1712.76255      1712.75046        837.4841       1198.1712       5238.7635        778.8328       -537.7219       1198.1712
     1712.78338      1712.77129       1803.0948       1190.3248       8969.7676        702.5276       4089.7268       1190.3248
     1712.80421      1712.79212      -1178.5662       1203.8349       8597.6130        778.8328        702.5276       1203.8349
     1712.82505      1712.81296      -6869.4303       1206.5892       6765.0376        778.8328      -1319.7856       1206.5892
     1712.84588      1712.83379      -3151.3651       1202.3137       7235.0816        778.8328       1263.3139       1202.3137
     1712.86671      1712.85462      -2740.0089       1265.2642       9192.3931        702.5276       2957.4164       1265.2642
     1712.88755      1712.87546      -4822.8126       1266.5742       4834.8794        616.3569       1042.1070       1266.5742
     1712.90838      1712.89629      -8627.2328       1299.7973      12621.3552        569.0212      -1877.5705       1299.7973
     1712.92921      1712.91712      -5490.5782       1176.5414       5205.4623        569.0212      -1414.9664       1176.5414
     1712.95005      1712.93796      -7680.7629       1216.3010       5626.6963        358.2004       -785.9517       1216.3010
     1712.97088      1712.95879      -1601.2977       1217.9655       4973.6934         45.0114       1979.6903       1217.9655
     1712.99172      1712.97962      -8486.5602       1208.1640       5139.3194         33.2897      -2796.1095       1208.1640
     1713.01255      1713.00046      -7000.4338       1283.9727       7205.7748         33.2897       -443.5214       1283.9727
     1713.03338      1713.02129      -5512.2745       1246.5806      12939.0423         33.2897       1806.6381       1246.5806
     1713.05422      1713.04212      -4620.4365       1274.3180      11783.8888       -164.6708      -3004.9876       1274.3180
     1713.07505      1713.06296      -5337.3703       1258.0142       9311.8927         33.2897       4367.2307       1258.0142
     1713.09588      1713.08379      -4389.5008       1240.3818       6799.9816         45.0114       -854.0556       1240.3818
     1713.11672      1713.10462      -4006.3239       1287.8633       6578.4528         45.0114       1080.2925       1287.8633
     1713.13755      1713.12546      -6378.4109       1239.6201       8043.6620         45.0114      -1247.9937       1239.6201
     1713.15838      1713.14629      -3898.5924       1284.5010      12262.7331        616.3569       2790.5561       1284.5010
     1713.17922      1713.16712      -9551.1877       1235.5702       7374.0094         33.2897      -6199.3042       1235.5702
     1713.20005      1713.18796      -6649.1309       1260.9865       8996.6685         33.2897       -164.6708       1260.9865
     1713.22088      1713.20879      -6090.4862       1190.3362       7019.5160         33.2897      -1178.4346       1190.3362
     1713.24172      1713.22962      -6955.3256       1180.7900       5447.8430         33.2897        616.3569       1180.7900
     1713.26255      1713.25046      -8101.0868       1246.4973       7157.8953         33.2897      -4506.1132       1246.4973
     1713.28338      1713.27129      -6103.3556       1216.4532       8467.2313        214.7844       1880.3238       1216.4532
     1713.30422      1713.29212      -4259.8464       1261.1641      11356.6566         33.2897      -1108.6239       1261.1641
     1713.32505      1713.31296      -1869.1020       1266.3256       8189.6095       -164.6708       2847.0261       1266.3256
     1713.34588      1713.33379      -3120.7689       1275.4274        856.4460         33.2897      -2575.1243       1275.4274
     1713.36672      1713.35462      -4934.2759       1229.0304       4791.1864         33.2897       -349.6601       1229.0304
     1713.38755      1713.37546      -3225.0589       1236.5581       3482.9609         33.2897         33.2897       1236.5581
     1713.40838      1713.39629      -6173.5309       1232.8533       7373.9881         33.2897       -361.4339       1232.8533
     1713.42922      1713.41712      -2404.2792       1259.9051       3451.0785         38.3085      -3151.6254       1259.9051
     1713.45005      1713.43796      -5165.6324       1258.7127       3140.7279        214.7844      -1967.1198       1258.7127
     1713.47088      1713.45879      -9483.1488       1297.6061       8183.6414        345.7674      -2401.9449       1297.6061
     1713.49172      1713.47962      -4148.7230       1283.4455       7219.0029        214.7844       1451.0147       1283.4455
     1713.51255      1713.50046      -3429.4233       1259.6992       6602.8822        345.7674        693.4897       1259.6992
     1713.53338      1713.52129      -5590.5881       1323.5516       9963.0564        345.7674      -2318.1935       1323.5516
     1713.55422      1713.54212       1710.6484       1249.3581       6142.9667        214.7844       3902.1255       1249.3581
     1713.57505      1713.56296        379.5660       1221.0458       7284.4811        345.7674       3736.0590       1221.0458
     1713.59588      1713.58379      -5669.1395       1290.7729      14069.1753        214.7844       4122.9205       1290.7729
     1713.61672      1713.60462      -2819.9162       1228.7249       9005.4684        214.7844       3255.1354       1228.7249
     1713.63755      1713.62546       1154.8667       1254.3756       5220.9600        214.7844       3627.1168       1254.3756
     1713.65838      1713.64629      -4180.1316       1252.8831       6472.8571        345.7674       -451.7128       1252.8831
     1713.67922      1713.66712      -5290.1032       1240.2784       5347.7135        214.7844        345.7674       1240.2784
     1713.70005      1713.68796      -2836.5767       1250.1693       3255.3175        214.7844        742.9796       1250.1693
     1713.72089      1713.70879      -4510.4781       1327.0204       7908.3327        214.7844       1289.0364       1327.0204
     1713.74172      1713.72962      -3989.6019       1303.3299       4734.4189        345.7674        214.7844       1303.3299
     1713.76255      1713.75046       1630.4584       1254.2263       4225.9768        214.7844       4297.9998       1254.2263
     1713.78339      1713.77129      -1801.4549       1257.2515       1584.4439        214.7844       -309.9714       1257.2515
     1713.80422      1713.79212      -2257.7616       1315.9860       3098.6961         38.3085       -609.4275       1315.9860
     1713.82505      1713.81296       -149.6302       1305.4298       4080.9036        214.7844       1620.8487       1305.4298
     1713.84589      1713.83379       3633.5097       1336.4592       5842.0153         38.3085       4450.5967       1336.4592
     1713.86672      1713.85462       1617.0498       1256.9596       2758.2905         38.3085       2070.9172       1256.9596
     1713.88755      1713.87546       -357.9511       1260.0762       4528.3365         38.3085       2978.6403       1260.0762
     1713.90839      1713.89629      -6330.3602       1333.9234       8059.4840         38.3085         38.3085       1333.9234
     1713.92922      1713.91712       -885.0897       1266.6100       5627.5393         38.3085       1903.9365       1266.6100
     1713.95005      1713.93796       1222.5743       1252.7774       3963.7737         38.3085       2855.2228       1252.7774
     1713.97089      1713.95879      -1967.0101       1243.5341       5158.0816         38.3085      -1171.1670       1243.5341
     1713.99172      1713.97962      -6660.4152       1307.8948      10893.9727         38.3085       1801.7111       1307.8948
     1714.01255      1714.00046      -5839.4059       1263.4719       4639.5153        -98.2170       -699.1241       1263.4719
     1714.03339      1714.02129      -5839.7561       1306.1461       5314.2179       -309.9714       -934.6112       1306.1461
     1714.05422      1714.04212      -3468.1947       1262.0257       6985.7814       -309.9714       1695.1322       1262.0257
     1714.07505      1714.06296      -4143.4519       1262.5476       4659.5635       -429.7895      -1422.2844       1262.5476
     1714.09589      1714.08379      -7811.3477       1270.8738       6725.1507       -451.7128      -1034.1851       1270.8738
     1714.11672      1714.10462      -1269.9246       1345.9789       3438.2611       -609.4275       2746.2682       1345.9789
     1714.13755      1714.12546      -1520.3488       1336.3570        942.8896       -627.9735        542.4041       1336.3570
     1714.15839      1714.14629      -6534.6373       1280.8401       5135.7660       -699.1241      -1488.1609       1280.8401
     1714.17922      1714.16712      -5846.3929       1281.8656       5353.3269       -699.1241      -1088.2797       1281.8656
     1714.20005      1714.18796      -5230.5972       1276.1020       3636.3304       -699.1241       -627.9735       1276.1020
     1714.22089      1714.20879      -5651.0132       1259.6979       5979.8977       -727.5899        478.1330       1259.6979
     1714.24172      1714.22962      -7864.0673       1245.4580       5180.2266       -727.5899      -2821.1058       1245.4580
     1714.26256      1714.25046      -5270.4022       1261.9010       4496.4073       -727.5899        -98.2170       1261.9010
     1714.28339      1714.27129      -3744.6029       1251.2964       2096.3303       -727.5899      -1036.8549       1251.2964
     1714.30422      1714.29212        502.0920       1263.6591       2970.0957       -727.5899       4142.4845       1263.6591
