         BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1842.51484      1842.50040      -2192.2298       1392.6747        803.9456       -429.8522         88.8943       1392.6747
     1842.53567      1842.52123       2344.4000       1396.5907      -1323.1598       -424.3986       -247.1228       1396.5907
     1842.55651      1842.54207       1963.4027       1388.6470       -377.4913       -429.8522       -718.6320       1388.6470
     1842.57734      1842.56290        -39.8904       1421.5690       1227.8556       -429.8522       2232.0472       1421.5690
     1842.59817      1842.58373       1687.5092       1412.1809       1622.0694       -429.8522        371.2796       1412.1809
     1842.61901      1842.60457        366.2825       1431.2178       -749.9124       -429.8522      -1199.1763       1431.2178
     1842.63984      1842.62540      -1159.2482       1417.0682       1769.3241       -429.8522      -1173.5442       1417.0682
     1842.66067      1842.64623       4745.7232       1429.4834       -998.1367       -424.3986      -1150.6691       1429.4834
     1842.68151      1842.66707       4216.8234       1403.7315       -325.2304       -424.3986        321.4913       1403.7315
     1842.70234      1842.68790       2717.3897       1428.4833       1333.9683       -424.3986      -1209.8554       1428.4833
     1842.72318      1842.70873       1254.5736       1418.2739         99.4092       -361.3766      -3776.1184       1418.2739
     1842.74401      1842.72957       3799.9788       1416.2512       -337.6642       -361.3766        409.7068       1416.2512
     1842.76484      1842.75040       -308.4657       1423.3715       1684.9685       -253.9484      -1218.8197       1423.3715
     1842.78568      1842.77123      -2559.8773       1417.0265       2053.2229       -253.9484        479.6663       1417.0265
     1842.80651      1842.79207        769.9174       1395.8615       1416.4912       -253.9484      -3256.7320       1395.8615
     1842.82734      1842.81290        871.3597       1414.9141       1860.5921       -253.9484       -583.2820       1414.9141
     1842.84818      1842.83373       4360.5664       1426.4954       1141.0707       -253.9484       1950.7075       1426.4954
     1842.86901      1842.85457       4429.5582       1424.3558       1040.2323       -247.1228      -1530.4737       1424.3558
     1842.88984      1842.87540       7035.7351       1419.6062       3239.4407       -247.1228       1063.7709       1419.6062
     1842.91068      1842.89623       -706.0332       1398.3884       2097.3672        -84.3127       -429.8522       1398.3884
     1842.93151      1842.91707       1236.9437       1417.8509       1078.1788        -84.3127       -424.3986       1417.8509
     1842.95234      1842.93790        748.7967       1399.0121       1531.5177        -84.3127       1004.0832       1399.0121
     1842.97318      1842.95873        689.1091       1416.1674        518.5263        -84.3127       1742.0360       1416.1674
     1842.99401      1842.97957      -2086.6863       1392.9402       1235.4593        -84.3127      -1959.0834       1392.9402
     1843.01485      1843.00040       2847.7989       1414.0398       1655.3033       -247.1228       -253.9484       1414.0398
     1843.03568      1843.02123       -273.4613       1418.7743      -2130.8277       -247.1228      -1021.6229       1418.7743
     1843.05651      1843.04207       5958.9587       1401.1047      -2029.5584       -253.9484      -1489.6052       1401.1047
     1843.07735      1843.06290       5550.5573       1415.5068       2194.0196       -253.9484       3497.5238       1415.5068
     1843.09818      1843.08373       -111.6814       1388.9757       -489.8067       -253.9484       -361.3766       1388.9757
     1843.11901      1843.10457       1699.7950       1418.7717       -924.7786       -253.9484       1409.7042       1418.7717
     1843.13985      1843.12540       4062.5334       1395.9095       -948.9446        -84.3127        682.8855       1395.9095
     1843.16068      1843.14623       -933.7517       1391.6342       1429.4738        -84.3127        -84.3127       1391.6342
     1843.18151      1843.16707       -509.3752       1408.5686      -1080.9669        -84.3127      -1726.2164       1408.5686
     1843.20235      1843.18790       4018.9570       1396.6480        917.0523       -253.9484        713.7108       1396.6480
     1843.22318      1843.20873       -814.3160       1398.7155        885.0686       -253.9484       1788.1665       1398.7155
     1843.24401      1843.22957       -657.6032       1385.3380       2278.2936       -253.9484        352.9532       1385.3380
     1843.26485      1843.25040       3070.6841       1395.7743       -471.0057       -253.9484       1983.5781       1395.7743
     1843.28568      1843.27123        268.4136       1398.4947       1066.4680        -84.3127       -361.6012       1398.4947
     1843.30651      1843.29207      -1708.2146       1383.0452        238.5964       -169.6112       -553.3245       1383.0452
     1843.32735      1843.31290      -1177.7985       1386.0514        114.6422       -169.6112       1048.3691       1386.0514
     1843.34818      1843.33373       1474.8508       1389.6115       -477.0934        -84.3127        621.4548       1389.6115
     1843.36901      1843.35457        552.4977       1387.1228       1936.4524       -169.6112       1968.5588       1387.1228
     1843.38985      1843.37540       -351.2944       1398.6649       -314.1933       -169.6112        757.6588       1398.6649
     1843.41068      1843.39623        817.0630       1379.4212        914.5214       -253.9484        632.9081       1379.4212
     1843.43151      1843.41707        -85.1358       1379.4716       1847.0965       -253.9484       1957.5852       1379.4716
     1843.45235      1843.43790       -323.5517       1386.0374      -1428.7257       -253.9484       -329.2328       1386.0374
     1843.47318      1843.45873      -4385.9959       1386.2558        946.2904       -329.2328      -1354.2132       1386.2558
     1843.49402      1843.47957       -713.8277       1379.4281       1026.1539       -329.2328       -480.7538       1379.4281
     1843.51485      1843.50040       5319.2171       1400.3591        -74.7751       -329.2328       1218.6256       1400.3591
     1843.53568      1843.52123      -4821.6818       1385.5890       -380.2905       -361.3766      -2340.2844       1385.5890
     1843.55652      1843.54207       -263.7442       1376.4030       1101.7909       -361.3766      -1992.4481       1376.4030
     1843.57735      1843.56290      -2363.0666       1381.7228        406.9783       -329.2328       1540.0445       1381.7228
     1843.59818      1843.58373        853.4771       1384.8505      -1291.6481       -329.2328        -12.2962       1384.8505
     1843.61902      1843.60457       1240.3562       1390.7641        596.5642       -329.2328         97.9273       1390.7641
     1843.63985      1843.62540        126.3024       1385.9519       -905.4627       -329.2328      -1605.4066       1385.9519
     1843.66068      1843.64623       2629.1528       1381.3469        816.7736       -361.6012       -606.0234       1381.3469
     1843.68152      1843.66707      -2328.1640       1380.9251       2219.4257       -480.7538      -1603.4022       1380.9251
     1843.70235      1843.68790      -4968.1843       1381.1869       -915.5206       -480.7538      -3157.8454       1381.1869
     1843.72318      1843.70873      -1188.0716       1376.5529        294.2770       -526.7723      -2917.1032       1376.5529
     1843.74402      1843.72957        646.5777       1388.4027      -1134.6181       -553.3245       1559.5045       1388.4027
     1843.76485      1843.75040       1206.9812       1366.0861       2475.1574       -553.3245        932.4311       1366.0861
     1843.78568      1843.77123      -4570.6761       1374.3707        892.8446       -606.0234       -169.6112       1374.3707
     1843.80652      1843.79207      -2281.6803       1400.2294        591.6659       -606.0234      -3475.1740       1400.2294
     1843.82735      1843.81290       2031.5242       1395.3702      -1931.2361       -978.8630       2141.8318       1395.3702
     1843.84818      1843.83373      -1207.9854       1376.7758      -1243.5353       -978.8630      -1179.2330       1376.7758
     1843.86902      1843.85457      -5083.6176       1369.0877       1516.0208      -1006.3252      -1851.9913       1369.0877
     1843.88985      1843.87540      -3011.7394       1364.7425       1351.5739      -1006.3252      -1952.6974       1364.7425
     1843.91069      1843.89623      -4291.4137       1379.8703      -1737.0374      -1133.7038      -1448.6598       1379.8703
     1843.93152      1843.91707      -4135.4896       1379.9214      -3978.0174      -1133.7038      -1133.7038       1379.9214
     1843.95235      1843.93790      -3590.2827       1368.9297       1236.0986      -1133.7038      -1738.8568       1368.9297
     1843.97319      1843.95873       -177.2474       1361.8733      -1841.4622      -1133.7038        247.0585       1361.8733
     1843.99402      1843.97957      -1318.4529       1370.0342       -248.5225      -1133.7038      -1482.6785       1370.0342
     1844.01485      1844.00040      -4593.3040       1366.3862        -63.8403      -1133.7038      -3827.9655       1366.3862
     1844.03569      1844.02123      -2372.3264       1357.3491        989.4448      -1133.7038      -1146.3377       1357.3491
