         BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1842.51497      1842.50040        984.4162       1046.9837        933.4250        956.2083        749.0773       1046.9837
     1842.53580      1842.52123       2438.1244       1048.8313       -863.9313       1011.9000        325.3088       1048.8313
     1842.55664      1842.54207       -556.6933        994.9919       -579.5346       1011.9000        -35.4853        994.9919
     1842.57747      1842.56290        477.5336        961.9692       4828.3616       1011.9000       4507.5282        961.9692
     1842.59830      1842.58373       -628.7885        959.6177       5511.2172       1011.9000       4978.6677        959.6177
     1842.61914      1842.60457       -854.9545        840.5813       6977.5420       1032.7428       3528.1757        840.5813
     1842.63997      1842.62540        427.9069        889.9759       6277.5140       1032.7428       3866.1955        889.9759
     1842.66081      1842.64623        160.0226       1000.4423       2310.0558       1032.7428       1588.0456       1000.4423
     1842.68164      1842.66707       1859.0333       1003.2336       1020.2451       1032.7428       2244.0080       1003.2336
     1842.70247      1842.68790       -576.7458       1044.7241       3513.3086       1032.7428       2351.7312       1044.7241
     1842.72331      1842.70873       -803.9570       1011.9028       -458.4061       1428.4375       -749.7882       1011.9028
     1842.74414      1842.72957      -1121.1871       1011.6374        941.6322       1428.4375       1032.7428       1011.6374
     1842.76497      1842.75040       3400.5677       1036.6725       1466.1496       1221.4221       1529.8434       1036.6725
     1842.78581      1842.77123       -380.7845        933.1835        275.1219       1221.4221       -712.3982        933.1835
     1842.80664      1842.79207       1246.8151        949.6626         37.5881       1221.4221       1011.9000        949.6626
     1842.82748      1842.81290      -2215.9950        947.1126       2882.5750       1032.7428       -111.3570        947.1126
     1842.84831      1842.83373        685.2069       1032.1063        -62.8102       1011.9000       -335.4225       1032.1063
     1842.86914      1842.85457       -818.2584       1042.5455       2093.0895        956.2083        145.8411       1042.5455
     1842.88998      1842.87540       -934.3495       1037.6592       2626.5691        899.8134       1704.7264       1037.6592
     1842.91081      1842.89623       -264.8910       1037.8688       1625.2255        749.0773        899.8134       1037.8688
     1842.93164      1842.91707      -2429.3691        964.1488       3158.3170        749.0773        130.5864        964.1488
     1842.95248      1842.93790       3658.5769        961.3717       2835.8289        378.0749       2271.5166        961.3717
     1842.97331      1842.95873      -3048.5526       1034.6138       -269.9134        378.0749      -1186.0218       1034.6138
     1842.99415      1842.97957        281.2577       1007.3146        113.6984        749.0773        956.2083       1007.3146
     1843.01498      1843.00040        970.7036        948.9673       1814.9597        749.0773       2416.5845        948.9673
     1843.03581      1843.02123        910.9544        938.9052        583.8887        378.0749       1540.0388        938.9052
     1843.05665      1843.04207      -1344.0698        965.8878      -2045.7689        899.8134      -1578.1590        965.8878
     1843.07748      1843.06290       2947.7990       1033.2090      -1182.0727        899.8134       1428.4375       1033.2090
     1843.09831      1843.08373        313.5031       1005.7705       1983.3476        378.0749       5105.3215       1005.7705
     1843.11915      1843.10457       2434.2509       1088.6841       1491.0237        378.0749       2263.4251       1088.6841
     1843.13998      1843.12540       1755.9592       1079.6838       -372.8167        378.0749         64.5609       1079.6838
     1843.16081      1843.14623      -5717.1580       1072.4884       -261.7219        378.0749      -1043.0963       1072.4884
     1843.18165      1843.16707       1734.4298       1019.8974       -243.8218        242.1570       1624.7611       1019.8974
     1843.20248      1843.18790       1855.4556       1023.3854       1404.3752        239.4540       1841.3809       1023.3854
     1843.22331      1843.20873       -170.3628       1035.7237       -324.1020        145.8411        239.4540       1035.7237
     1843.24415      1843.22957      -2311.8738       1038.2764       2789.6293        239.4540       1221.4221       1038.2764
     1843.26498      1843.25040      -5476.8138       1029.0644       3119.3258        239.4540       -998.3307       1029.0644
     1843.28582      1843.27123      -1500.0741       1062.5558      -3028.9925        239.4540      -2493.2603       1062.5558
     1843.30665      1843.29207       1863.6545       1004.7717      -1468.4517        239.4540       -153.1646       1004.7717
     1843.32748      1843.31290       2714.7849       1087.5125      -2954.8769        239.4540       -807.3925       1087.5125
     1843.34832      1843.33373      -1515.2398        991.8609       1930.8513        239.4540       -856.2786        991.8609
     1843.36915      1843.35457        514.4681       1046.2202         65.1282        242.1570        378.0749       1046.2202
     1843.38998      1843.37540        112.9499       1047.7237       -438.7569        378.0749       -572.9383       1047.7237
     1843.41082      1843.39623      -1921.7762        981.6736       -283.1153        378.0749      -2140.0412        981.6736
     1843.43165      1843.41707        -17.7174       1065.1046       -241.7325        378.0749       -396.9545       1065.1046
     1843.45249      1843.43790       -590.2056       1029.0893        631.3391        378.0749        242.1570       1029.0893
     1843.47332      1843.45873       -635.9387       1045.8458       1476.0126        378.0749       2238.1683       1045.8458
     1843.49415      1843.47957         46.3505       1035.9658       -540.6297        394.7007       1672.3216       1035.9658
     1843.51499      1843.50040       1042.5990       1044.8398      -2516.8958        378.0749      -1686.4338       1044.8398
     1843.53582      1843.52123      -1724.5891       1047.0088        103.1016        378.0749        952.8218       1047.0088
     1843.55665      1843.54207       -522.8050       1043.8764      -1992.8836        378.0749       -303.9962       1043.8764
     1843.57749      1843.56290        747.6891        988.1403        208.3402        378.0749        117.4375        988.1403
     1843.59832      1843.58373       1252.5393       1040.4524        336.9561        378.0749       2511.3609       1040.4524
     1843.61915      1843.60457        253.4987        993.0335        714.5667        378.0749        742.1911        993.0335
     1843.63999      1843.62540        -66.8482        987.1843       1910.9277        258.2613       2346.0737        987.1843
     1843.66082      1843.64623       -843.0331        994.6452       -876.3758        378.0749      -1128.4188        994.6452
     1843.68165      1843.66707      -2713.7555       1010.0920       -318.6632        394.7007      -2618.3151       1010.0920
     1843.70249      1843.68790      -4360.1841        998.3315       3870.0122        378.0749       -558.7444        998.3315
     1843.72332      1843.70873      10242.7901       1068.1718        256.8724        258.2613       1272.8049       1068.1718
     1843.74416      1843.72957      -2613.7065       1058.5684       1663.0884        378.0749        537.1888       1058.5684
     1843.76499      1843.75040      -1065.5466       1061.3495       3832.8571        378.0749        394.7007       1061.3495
     1843.78582      1843.77123      -1768.0293       1020.4412        454.2149        394.7007      -1139.6942       1020.4412
     1843.80666      1843.79207       4728.2547       1071.3115       1362.7670        394.7007       2996.7001       1071.3115
     1843.82749      1843.81290      -4347.3340       1067.4399       3506.8539        394.7007      -1495.4395       1067.4399
     1843.84832      1843.83373       2248.8394       1073.5457        246.2113        399.3944       1057.4963       1073.5457
     1843.86916      1843.85457       -274.5197       1054.6537       1588.4889        399.3944       1276.5129       1054.6537
     1843.88999      1843.87540        776.8757       1065.1744        242.9977        399.3944       1439.3154       1065.1744
     1843.91083      1843.89623       2231.8961       1073.7091       1179.8053        537.1888       2117.8581       1073.7091
     1843.93166      1843.91707      -4387.8816       1047.1431      -1622.7660        705.8740      -1591.0058       1047.1431
     1843.95249      1843.93790        606.9650       1072.4266      -1361.8704        742.1911        399.3944       1072.4266
     1843.97333      1843.95873      -1227.6144       1074.2212       -397.5343        806.5233       2233.1759       1074.2212
     1843.99416      1843.97957      -2268.1742       1081.3586       -729.8101        742.1911      -1441.8992       1081.3586
     1844.01499      1844.00040       1425.9470       1037.6879       -245.5224        742.1911       1424.8710       1037.6879
     1844.03583      1844.02123      -2560.4597       1023.5874       3061.2905        806.5233       1626.1783       1023.5874
     1844.05666      1844.04207        931.1949       1033.1521        537.1856        806.5233        258.2613       1033.1521
     1844.07749      1844.06290       1489.0127       1092.2373       -361.6073        877.4410        877.4410       1092.2373
     1844.09833      1844.08373       -217.8148       1030.7138        314.6004        877.4410       1054.8546       1030.7138
     1844.11916      1844.10457      -1261.3697       1014.8207        488.2994        806.5233       -498.2405       1014.8207
     1844.13999      1844.12540      -2735.9011       1017.6666       2174.1721        806.5233       1453.1714       1017.6666
     1844.16083      1844.14623        333.0470       1007.9289       2387.3266        705.8740       1496.3872       1007.9289
     1844.18166      1844.16707       -171.7569       1027.7738        966.6285        705.8740         49.6011       1027.7738
     1844.20250      1844.18790      -2566.7238       1019.2351        719.7996        806.5233       -690.5588       1019.2351
     1844.22333      1844.20873       1819.0136       1079.4052          6.7449        877.4410       1887.6128       1079.4052
     1844.24416      1844.22957      -1634.8371       1044.4913       1054.4597        806.5233        705.8740       1044.4913
     1844.26500      1844.25040        439.7100       1057.4280       2324.9867        806.5233       1104.6710       1057.4280
     1844.28583      1844.27123      -3851.0159       1026.9280       -985.8756        806.5233      -2457.7947       1026.9280
     1844.30666      1844.29207      -1157.1520       1049.9889      -1274.3080        877.4410      -1193.2496       1049.9889
     1844.32750      1844.31290        575.3526       1025.0461       1243.5644        806.5233        806.5233       1025.0461
     1844.34833      1844.33373      -1600.3470       1018.2385       1887.1972        877.4410        374.9876       1018.2385
     1844.36916      1844.35457       -196.8489       1043.1821        400.7625        806.5233        -24.7307       1043.1821
     1844.39000      1844.37540       2786.3258       1071.4947        445.4555        806.5233       2765.3682       1071.4947
     1844.41083      1844.39623       -986.7450       1068.9760        821.2329        705.8740       1831.6303       1068.9760
     1844.43167      1844.41707       1945.0499       1056.1737       -451.9150        647.8740       2138.1672       1056.1737
     1844.45250      1844.43790      -1167.6625       1054.1751       2188.5764        705.8740       1572.7906       1054.1751
     1844.47333      1844.45873      -1518.0907       1037.3442       -825.1165        705.8740      -1595.6546       1037.3442
     1844.49417      1844.47957       4393.4101       1050.6674        569.1672        705.8740       3363.8270       1050.6674
     1844.51500      1844.50040      -1359.2848       1043.1078       3317.1009        705.8740       2609.2675       1043.1078
     1844.53583      1844.52123       1368.5737       1054.4726       2615.9406        705.8740       3573.1824       1054.4726
     1844.55667      1844.54207       1557.6729       1056.0005        553.5724        705.8740       1994.2279       1056.0005
     1844.57750      1844.56290       -454.2136       1058.7613       -256.5873        806.5233       -399.3946       1058.7613
     1844.59833      1844.58373      -1032.7484       1051.2898        464.6794        705.8740        170.3967       1051.2898
     1844.61917      1844.60457       -610.7817       1055.6142       -770.6215        705.8740      -1552.5345       1055.6142
     1844.64000      1844.62540        564.6521       1038.8305       -416.9159        705.8740       -246.1265       1038.8305
     1844.66083      1844.64623       -844.1382       1043.5445        881.3997        647.8740        647.8740       1043.5445
     1844.68167      1844.66707      -2051.5968       1045.8086       3495.3309        586.6149       1658.9240       1045.8086
