         BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1842.51471      1842.50040        549.5558       1449.1294        586.8655       -156.2424          1.1650       1449.1294
     1842.53554      1842.52123         -9.4559       1450.6766      -2837.1508       -156.2424        773.2235       1450.6766
     1842.55637      1842.54207       1465.2783       1448.3735       -352.4383       -156.2424        548.5756       1448.3735
     1842.57721      1842.56290       1575.6826       1465.9971        265.6385       -156.2424        355.6657       1465.9971
     1842.59804      1842.58373       3681.7008       1463.6732      -1399.5920       -156.2424       1749.0444       1463.6732
     1842.61887      1842.60457      -1446.4692       1469.2390       1765.8245       -156.2424      -1145.3993       1469.2390
     1842.63971      1842.62540        589.5419       1463.8926        515.1401          1.1650      -1535.6418       1463.8926
     1842.66054      1842.64623      -2071.6294       1465.7630       1285.2777       -156.2424      -2417.3721       1465.7630
     1842.68137      1842.66707        474.0020       1456.5883      -1640.3407       -396.3594        379.2351       1456.5883
     1842.70221      1842.68790       2482.5856       1467.7670        646.7542       -396.3594      -1383.4561       1467.7670
     1842.72304      1842.70873      -2033.8292       1461.1255       -179.8346       -396.3594       1233.8386       1461.1255
     1842.74387      1842.72957       3500.6912       1458.4986       2068.1193       -396.3594       -557.3117       1458.4986
     1842.76471      1842.75040       -210.7400       1463.3833        280.9461       -156.2424      -1662.6977       1463.3833
     1842.78554      1842.77123       6444.5881       1463.6888       1732.8800       -156.2424        525.5676       1463.6888
     1842.80637      1842.79207       9386.1040       1451.6686       -889.0809       -156.2424       -407.1531       1451.6686
     1842.82721      1842.81290      10385.2331       1461.6744        233.1755          1.1650        368.5685       1461.6744
     1842.84804      1842.83373      14244.3978       1467.1830        957.2286       -156.2424       1062.0955       1467.1830
     1842.86888      1842.85457      10994.4768       1466.1271       2793.4774          1.1650        403.0006       1466.1271
     1842.88971      1842.87540       4512.4206       1460.5723       2216.5103          1.1650       -156.2424       1460.5723
     1842.91054      1842.89623       6481.8929       1455.7685       -415.3085          1.1650       -652.6703       1455.7685
     1842.93138      1842.91707       2847.6116       1463.1128       -122.7336          1.1650       -548.8805       1463.1128
     1842.95221      1842.93790       5247.4601       1453.9539      -1596.3230          1.1650       -396.3594       1453.9539
     1842.97304      1842.95873       4839.6933       1460.9293       -291.8312          1.1650        238.7019       1460.9293
     1842.99388      1842.97957       2734.3377       1453.7138       2546.1009          1.1650      -1779.2208       1453.7138
