         BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1842.51467      1842.50040      -9293.2475       1857.4223      -2601.8619      -2143.7442      -5242.7687       1857.4223
     1842.53550      1842.52123     -10639.8597       1860.4065      -1856.2608      -2143.7442      -5621.1917       1860.4065
     1842.55634      1842.54207     -14040.7475       1854.3121      -3461.4380      -2143.7442      -3114.9709       1854.3121
     1842.57717      1842.56290     -16741.5322       1889.4385      -2845.7732      -2143.7442      -2089.9162       1889.4385
     1842.59800      1842.58373     -13257.7048       1873.1969         87.1673      -2143.7442      -4331.6186       1873.1969
     1842.61884      1842.60457     -14248.1847       1890.6270      -2990.7928      -2143.7442      -3348.8901       1890.6270
     1842.63967      1842.62540     -13475.2687       1883.4193         44.9945      -2143.7442      -2955.6947       1883.4193
     1842.66050      1842.64623     -12694.1056       1893.9722        677.6617      -2143.7442      -1559.1553       1893.9722
     1842.68134      1842.66707      -6489.0267       1869.3410       -377.0592      -2143.7442      -2422.7289       1869.3410
     1842.70217      1842.68790      -6272.8246       1894.5881      -1230.9397      -2143.7442        772.8794       1894.5881
     1842.72300      1842.70873     -10687.0720       1881.4084      -3097.1263      -2143.7442      -2292.8325       1881.4084
     1842.74384      1842.72957      -4946.3812       1886.2873       1643.2439      -2143.7442      -2143.7442       1886.2873
     1842.76467      1842.75040      -7475.8109       1889.8410       2544.5435      -2143.7442      -3636.8560       1889.8410
     1842.78550      1842.77123      -9615.8473       1883.5034       -678.4989      -2143.7442      -1527.9027       1883.5034
     1842.80634      1842.79207       1780.3113       1871.0197        835.9551      -2089.9162       -658.7342       1871.0197
     1842.82717      1842.81290      -1663.0168       1882.6731       3656.5667      -2089.9162        564.9428       1882.6731
     1842.84801      1842.83373       2134.9975       1888.4011       3603.7757      -2089.9162       -143.0970       1888.4011
     1842.86884      1842.85457        537.7769       1887.4543        977.3254      -2093.8650      -1853.8694       1887.4543
     1842.88967      1842.87540      -4081.6614       1878.8981       1912.4914      -2089.9162        738.4303       1878.8981
     1842.91051      1842.89623     -12105.0429       1863.8386         63.8914      -2089.9162      -2501.7302       1863.8386
     1842.93134      1842.91707      -7210.9838       1883.0387       1228.7350      -2087.1644      -3523.6167       1883.0387
     1842.95217      1842.93790      -3047.7289       1862.2770       -565.7946      -1853.8694         50.1286       1862.2770
     1842.97301      1842.95873      -3561.4198       1880.3420      -3788.6979      -1560.8190       -238.1279       1880.3420
     1842.99384      1842.97957      -4272.5770       1860.7199        561.9847      -1560.8190        320.9135       1860.7199
     1843.01467      1843.00040      -5528.8625       1877.7354      -1210.9910      -1559.1553      -6138.3671       1877.7354
     1843.03551      1843.02123      -3954.9837       1880.7374        876.5299      -1559.1553      -1309.8240       1880.7374
     1843.05634      1843.04207      -4608.9300       1863.6376        196.2003      -1559.1553      -1560.8190       1863.6376
     1843.07717      1843.06290     -13779.7012       1887.2693      -2705.3230      -1559.1553        252.2266       1887.2693
     1843.09801      1843.08373      -1346.1804       1852.9423        490.2469      -1559.1553      -2473.9463       1852.9423
     1843.11884      1843.10457      -1929.3829       1880.0572       4646.4059      -1559.1553       -280.4897       1880.0572
     1843.13968      1843.12540      -5910.6811       1862.7676       2587.4893      -1559.1553      -1422.8562       1862.7676
     1843.16051      1843.14623      -4469.7346       1856.4429        519.5752      -1527.9027       -346.6205       1856.4429
     1843.18134      1843.16707       -865.6787       1871.3741       3321.4379      -1527.9027        352.5034       1871.3741
     1843.20218      1843.18790      -2900.7036       1860.1272       2197.7082      -1527.9027       -945.9625       1860.1272
     1843.22301      1843.20873      -3500.7292       1857.4529        991.2695      -1560.8190      -2284.6976       1857.4529
     1843.24384      1843.22957      -4809.1026       1850.0262      -3671.4571      -1560.8190      -2977.0632       1850.0262
     1843.26468      1843.25040      -9372.8064       1857.6139       2542.7957      -1560.8190      -2087.1644       1857.6139
     1843.28551      1843.27123      -5082.5044       1859.0323       1836.2306      -1560.8190       -152.0335       1859.0323
     1843.30634      1843.29207      -5789.3322       1855.3957        823.6755      -1653.1194       -359.1244       1855.3957
     1843.32718      1843.31290      -8054.0037       1853.5583      -1176.7999      -1722.9440      -2093.8650       1853.5583
     1843.34801      1843.33373      -9712.7467       1853.1280       1919.3997      -1762.0576      -3273.7695       1853.1280
     1843.36884      1843.35457      -6779.9050       1852.1370      -2003.5373      -1853.8694       -870.7558       1852.1370
     1843.38968      1843.37540      -4172.1772       1863.6366       -743.2069      -2087.1644       1376.7312       1863.6366
     1843.41051      1843.39623     -12196.7112       1850.2831      -2929.9988      -2093.8650       -323.8650       1850.2831
     1843.43134      1843.41707      -8183.0275       1846.1447      -1375.8191      -2093.8650      -1204.8911       1846.1447
     1843.45218      1843.43790     -12140.3572       1857.6419         25.2262      -2087.1644      -1246.3635       1857.6419
     1843.47301      1843.45873     -11755.4320       1854.7013      -2489.3348      -2093.8650      -4590.5633       1854.7013
     1843.49384      1843.47957     -10551.6038       1848.6060        549.7448      -2112.4714       -516.4814       1848.6060
     1843.51468      1843.50040      -5284.2070       1864.2158      -3223.4016      -2112.4714      -2468.5931       1864.2158
     1843.53551      1843.52123      -7251.4060       1858.3036      -1314.1346      -2093.8650      -3487.8998       1858.3036
     1843.55635      1843.54207      -6069.3521       1846.0691        598.8259      -2112.4714      -2576.8559       1846.0691
     1843.57718      1843.56290     -10303.1281       1849.3471       1534.3971      -2284.6976      -4029.7770       1849.3471
     1843.59801      1843.58373     -10916.1006       1851.1832      -2285.0722      -2316.7725      -2112.4714       1851.1832
     1843.61885      1843.60457     -14451.3289       1857.4975       -702.0722      -2316.7725      -3175.5828       1857.4975
     1843.63968      1843.62540     -14921.1296       1858.0062        470.4705      -2316.7725      -1018.1223       1858.0062
