#          BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1325.32049      1325.31311     -20859.6466        862.0633       2028.0550      -2998.3793      -1875.9415       1145.5478
     1325.34132      1325.33395     -17521.1871        881.9252       2429.5910      -2998.3793      -2998.3793       1178.3607
     1325.36215      1325.35478     -18604.2228        897.2527       2183.8506      -2998.3793      -1883.7100       1203.3994
     1325.38299      1325.37561     -13144.6861        913.0823       2446.3863      -2998.3793       -429.8137       1228.3072
     1325.40382      1325.39645     -16172.5501        928.5079       1911.9599      -3094.5972      -4210.7365       1253.1975
     1325.42465      1325.41728     -13778.9675        947.0892       3589.2509      -3094.5972      -4666.4229       1281.8832
     1325.44549      1325.43811     -13933.9051        958.1253       1948.9110      -3094.5972      -6629.5311       1301.0509
     1325.46632      1325.45895     -13067.9008        976.9284       2249.2933      -3094.5972      -1470.7733       1328.6875
     1325.48715      1325.47978     -18301.9061        988.5947       1315.3446      -3094.5972      -4875.3493       1344.1467
     1325.50799      1325.50061     -19154.9221       1005.7507       1552.1462      -3094.5972      -6437.6298       1371.8892
     1325.52882      1325.52145     -21692.3488       1025.3159       1311.2722      -3094.5972      -1936.1805       1401.0715
     1325.54965      1325.54228     -18226.7117       1040.4089        588.1245      -3152.1252      -5179.5537       1424.2255
     1325.57049      1325.56311     -16452.6644       1053.3555       1721.7430      -4210.7365      -2433.9644       1444.6698
     1325.59132      1325.58395     -14501.7706       1060.4364        434.9460      -3908.0986      -1415.8248       1456.8352
     1325.61215      1325.60478     -19810.0663       1062.5196        -58.1728      -3908.0986       -754.4625       1461.6543
     1325.63298      1325.62561     -17109.8761       1064.4874        965.2010      -3443.6579      -3094.5972       1463.3173
     1325.65382      1325.64645     -15269.5281       1063.1366      -1751.1733      -3443.6579      -6177.4322       1460.4236
     1325.67465      1325.66728     -19764.4331       1060.6378        661.8234      -3443.6579      -5707.0070       1456.9211
     1325.69548      1325.68811     -13649.1004       1068.2808       -833.0880      -3379.1832        190.6465       1465.2708
     1325.71632      1325.70895     -16599.3152       1065.4907        431.8453      -3379.1832      -1686.0264       1462.7439
     1325.73715      1325.72978     -17721.4954       1068.0001      -1261.9390      -3152.1252      -2657.8396       1467.2828
     1325.75798      1325.75061     -19105.2798       1068.3789      -1052.4402      -3379.1832      -4270.1907       1470.7963
     1325.77882      1325.77145     -18463.9516       1074.0658       -591.5992      -3443.6579      -6935.9278       1478.4836
     1325.79965      1325.79228     -17713.3558       1077.1327      -1964.4380      -3443.6579       -840.2583       1484.0986
     1325.82048      1325.81311     -17676.1219       1078.9523      -1450.4679      -3584.8264      -8703.2047       1488.0551
     1325.84132      1325.83395     -17998.4351       1082.8510      -1947.5639      -3584.8264      -6135.9957       1490.7124
     1325.86215      1325.85478     -20430.0900       1077.4206       -139.6684      -3584.8264      -7276.0947       1483.0922
     1325.88298      1325.87561     -18038.5361       1065.4428      -2478.8020      -3585.8660      -3152.1252       1466.5621
     1325.90381      1325.89645     -16354.8982       1062.4603      -1655.6685      -3585.8660      -2112.4453       1458.6638
     1325.92465      1325.91728     -17929.2127       1054.1775      -1779.5505      -3584.8264      -1196.8640       1449.0901
     1325.94548      1325.93811     -15365.7745       1051.2292      -1951.4680      -3584.8264      -4327.7906       1442.3677
     1325.96631      1325.95895     -22961.0112       1048.3986      -1437.5282      -3584.8264      -5336.5322       1439.0331
     1325.98715      1325.97978     -16355.0984       1050.1213      -1693.1419      -3584.8264      -6837.5013       1439.5841
     1326.00798      1326.00061     -21429.2647       1054.0532      -2001.0294      -3584.8264      -2625.5115       1445.9573
     1326.02881      1326.02145     -19021.3121       1054.9709      -2018.7180      -3443.6579      -4954.8932       1448.5471
     1326.04965      1326.04228     -22067.3210       1052.3358      -2092.7083      -3460.8536      -8079.3249       1444.9686
     1326.07048      1326.06311     -11443.8869       1055.4599      -2879.3454      -3443.6579      -3908.0986       1447.9294
     1326.09131      1326.08395     -16560.0728       1051.9584      -2878.4611      -3460.8536      -3443.6579       1444.2588
     1326.11214      1326.10478     -18425.5949       1053.8914      -3414.7684      -3460.8536      -3379.1832       1445.7415
     1326.13298      1326.12561     -18356.0894       1052.9504      -3060.1797      -3584.8264      -3585.8660       1443.9439
     1326.15381      1326.14645     -19801.8035       1054.5618      -3178.9668      -3585.8660      -2177.4481       1444.8972
     1326.17464      1326.16728     -16293.5813       1052.1603      -4512.9006      -3584.8264       -590.0608       1441.1315
     1326.19548      1326.18811     -19238.6337       1049.7104      -2648.2084      -3584.8264      -6279.9426       1436.6798
     1326.21631      1326.20895     -20833.3316       1044.9679      -3476.6502      -3585.8660      -2270.1502       1430.9045
     1326.23714      1326.22978     -18846.5781       1046.8090      -3841.7854      -3585.8660      -3584.8264       1431.3308
     1326.25798      1326.25061     -21679.8327       1043.3715      -1689.6321      -3908.0986      -6488.2981       1428.0836
     1326.27881      1326.27145     -21212.3438       1043.8510      -1850.6354      -3716.2090      -3042.8633       1428.1384
     1326.29964      1326.29228     -21740.1132       1041.4598      -1940.3201      -3585.8660      -4582.4914       1423.2565
     1326.32047      1326.31311     -20739.7803       1043.7034      -2558.2243      -3585.8660        617.3785       1425.7406
     1326.34131      1326.33395     -20317.9742       1040.1082      -2897.9434      -3584.8264      -3260.1507       1421.5866
     1326.36214      1326.35478     -18991.5023       1042.3048      -1515.6406      -3460.8536      -5164.1270       1424.0985
     1326.38297      1326.37561     -18771.8846       1038.6030      -1705.5937      -3443.6579      -2503.6636       1421.7403
     1326.40381      1326.39645     -19909.9194       1039.0375      -2943.5396      -3460.8536      -3055.4210       1422.2210
     1326.42464      1326.41728     -21040.4204       1046.4170      -2233.6667      -3460.8536      -3997.4854       1429.3834
     1326.44547      1326.43811     -20247.3895       1042.9364      -2434.6184      -3460.8536      -4577.7527       1427.8357
     1326.46631      1326.45895     -17033.6526       1048.7791      -3184.6999      -3443.6579      -3242.7358       1433.2504
     1326.48714      1326.47978     -22916.0331       1042.2912      -2435.9264      -3424.4947      -4877.7816       1427.7984
     1326.50797      1326.50061     -16469.2313       1048.1834      -3159.2814      -3424.4947      -1746.7275       1433.0948
     1326.52881      1326.52145     -18409.6180       1046.5195      -2729.2225      -3424.4947      -3460.8536       1432.9958
     1326.54964      1326.54228     -17017.7172       1047.7514      -4070.6462      -3379.1832      -3306.3930       1434.9067
     1326.57047      1326.56311     -16243.3788       1051.3242      -3769.3751      -3379.1832      -4091.1014       1438.0340
     1326.59130      1326.58394     -18935.1116       1052.3002      -3861.5234      -3306.3930      -2605.0822       1441.0552
     1326.61214      1326.60478     -18957.2544       1049.2743      -4661.4062      -3260.1507      -5533.1445       1436.6866
     1326.63297      1326.62561     -17875.0973       1052.2552      -4397.5949      -3242.7358      -4676.8063       1439.3808
     1326.65380      1326.64644     -12698.7624       1045.5089      -4046.6060      -3242.7358      -2657.9987       1432.1315
     1326.67464      1326.66728     -22737.9482       1041.7761      -3852.8682      -3242.7358      -7039.2525       1426.6116
     1326.69547      1326.68811     -22495.5076       1034.3311      -3832.3861      -3260.1507      -5647.2315       1416.8022
     1326.71630      1326.70894     -21914.8267       1034.5281      -3557.2425      -3260.1507      -2862.5046       1415.4112
     1326.73714      1326.72978     -17869.1707       1041.0465      -4151.4889      -3260.1507      -4159.3462       1419.5302
     1326.75797      1326.75061     -20823.9077       1038.0028      -5113.5589      -3260.1507      -3716.2090       1416.0032
     1326.77880      1326.77144     -18279.5769       1030.3497      -3407.4110      -3260.1507       -306.2781       1406.7412
     1326.79964      1326.79228     -17466.4578       1032.6292      -3945.2836      -3260.1507      -3096.4953       1407.8937
     1326.82047      1326.81311     -20127.5963       1031.8329      -3356.8753      -3260.1507      -2363.4941       1407.3008
     1326.84130      1326.83394     -17424.6593       1023.6959      -3225.3924      -3306.3930      -2973.7204       1403.3878
     1326.86213      1326.85478     -15259.1916       1011.5618      -3258.4556      -3424.4947      -2190.4497       1391.4050
