#          BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1325.32146      1325.31311     -22741.4077        671.5343       1013.1837       -990.4345      -1308.1779        971.5185
     1325.34230      1325.33395     -19709.0732        685.7892      -1558.0903       -990.4345      -1227.0976        993.3402
     1325.36313      1325.35478     -23113.6072        703.5602      -2125.5235       -858.2702      -5210.9386       1020.1789
     1325.38396      1325.37561     -28214.8877        722.3216      -2660.9667       -990.4345      -4920.5232       1049.7286
     1325.40480      1325.39645     -30071.6216        749.3562       -486.3360       -990.4345       2133.8882       1089.6689
     1325.42563      1325.41728     -27559.7712        780.2769       7477.4621       -858.2702        570.5331       1136.1936
     1325.44646      1325.43811     -27195.8738        812.7519      13379.7328       -858.2702      -1855.1533       1185.1525
     1325.46730      1325.45895     -27401.6070        846.6714      23349.9338       -990.4345      -3603.8123       1235.6494
     1325.48813      1325.47978     -25975.8368        883.0380      24891.1682       -990.4345       -608.0224       1287.0233
     1325.50897      1325.50061     -25329.8502        917.7991      32405.5257       -990.4345       -990.4345       1338.4623
     1325.52980      1325.52145     -26836.9288        947.4544      51564.7127       -990.4345       -739.2147       1383.3026
     1325.55063      1325.54228     -30087.9714        972.6042      54373.6662       -990.4345      -2670.4298       1420.7410
     1325.57147      1325.56311     -28630.4600        992.9916      55015.5884       -990.4345        530.5017       1450.2441
     1325.59230      1325.58395     -28383.4798       1002.7220      74822.7949       -858.2702      -1323.5894       1466.2371
     1325.61313      1325.60478     -26271.6746       1009.0446      78840.4976       -990.4345       2176.8998       1474.9135
     1325.63397      1325.62561     -29886.8414       1006.8799      60579.1623       -990.4345      -4825.7835       1472.2687
     1325.65480      1325.64645     -30234.1145       1001.5867      44676.8251       -990.4345       -858.2702       1464.4477
     1325.67563      1325.66728     -25258.9391        999.0221      41198.6791       -858.2702       -788.2370       1459.1068
     1325.69647      1325.68811     -28349.4940        995.9570      39098.9377       -858.2702       1166.7474       1455.6208
     1325.71730      1325.70895     -27555.6260        996.2891      36945.1961       -990.4345      -1276.9975       1456.0007
     1325.73813      1325.72978     -28304.1890        998.1304      34286.2437       -990.4345       -334.4643       1459.2439
     1325.75897      1325.75061     -28196.8325       1003.2056      31798.4054       -858.2702       -101.9031       1467.3223
     1325.77980      1325.77145     -29393.6080       1010.0710      32091.2035       -788.2370      -3257.5646       1477.0712
     1325.80064      1325.79228     -28005.2058       1014.6816      30259.1977       -739.2147       -165.4462       1483.8583
     1325.82147      1325.81311     -30108.1126       1016.1785      26110.0117       -608.0224       2621.9875       1486.3535
     1325.84230      1325.83395     -29841.9510       1015.2818      26853.7841       -608.0224       -460.3144       1485.5102
     1325.86314      1325.85478     -27388.8596       1003.9947      34166.9877       -608.0224      -3505.4409       1471.5439
     1325.88397      1325.87561     -28544.6210        989.2932      32970.1416       -608.0224       8899.9347       1450.7331
     1325.90480      1325.89645     -27575.7767        979.2356      30205.7214       -460.3144       1860.2110       1434.9307
     1325.92564      1325.91728     -26363.8426        970.8104      27907.9544       -460.3144        550.1550       1422.5384
     1325.94647      1325.93811     -28530.1536        963.6092      27086.0456       -460.3144      -2251.2249       1411.5070
     1325.96731      1325.95895     -31428.5437        959.1355      25991.9187       -460.3144       -403.3265       1404.4728
     1325.98814      1325.97978     -30586.6449        955.7733      23130.2953       -460.3144      -1871.7674       1400.4109
     1326.00897      1326.00061     -27222.7615        959.3140      22585.2167       -460.3144      -1967.6026       1405.1591
     1326.02981      1326.02145     -27847.6514        963.4995      23421.3215       -460.3144       -120.7563       1411.4788
