         BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1870.44802      1870.43788       2580.8024       1508.6025     -21428.3328       2347.5615       2894.6380       1508.6025
     1870.46886      1870.45872       5119.0519       1536.6594     -23778.4150       2347.5615       3888.3502       1536.6594
     1870.48969      1870.47955       1618.1294       1475.2885     -18936.2605       2347.5615       3406.4625       1475.2885
     1870.51052      1870.50038         17.9544       1405.2899     -16067.4240       2347.5615       1573.5399       1405.2899
     1870.53136      1870.52122        851.2186       1405.0103     -17225.8151       2347.5615       2144.7948       1405.0103
     1870.55219      1870.54205       4318.9359       1420.9415         62.6818       2347.5615       5972.0371       1420.9415
     1870.57302      1870.56288      -2036.3795       1436.2794     -18294.8487       2347.5615       4070.0831       1436.2794
     1870.59386      1870.58372      -3409.0708       1395.5824     -15541.0907       2347.5615       1235.9580       1395.5824
     1870.61469      1870.60455       6961.0951       1376.5858     -12307.3335       2144.7948       4603.7361       1376.5858
     1870.63552      1870.62538       6769.7062       1373.6049     -16492.9795       2144.7948       6602.2552       1373.6049
     1870.65636      1870.64622       -215.2213       1361.7084     -13859.7866       2144.7948       1162.0005       1361.7084
     1870.67719      1870.66705        996.3443       1350.8969     -15891.0240       2144.7948       4723.3530       1350.8969
     1870.69803      1870.68788        226.3810       1336.4812     -12521.4477       1573.5399       2347.5615       1336.4812
     1870.71886      1870.70872       1275.6917       1322.9035      -8592.2165       1573.5399       2899.4534       1322.9035
     1870.73969      1870.72955       3154.6385       1317.2318      -9391.2980       1573.5399         95.2753       1317.2318
     1870.76053      1870.75038        -19.2412       1299.8428      -5986.1794       1573.5399       2727.1503       1299.8428
     1870.78136      1870.77122       7412.3677       1308.8338     -10590.8193       1563.8080       3890.2655       1308.8338
     1870.80219      1870.79205      -2304.7646       1284.8322      -6157.2051       1573.5399        124.3339       1284.8322
     1870.82303      1870.81288       4728.6991       1288.4704      -8899.1675       1563.8080       4402.1830       1288.4704
     1870.84386      1870.83372       1856.8586       1289.9933      -6227.7525       1563.8080       1563.8080       1289.9933
     1870.86469      1870.85455       -518.0061       1284.5296      -8790.7009       1563.8080       1303.6443       1284.5296
     1870.88553      1870.87538      -1667.4023       1245.1994      -7741.9353       1303.6443       1303.1846       1245.1994
     1870.90636      1870.89622      -3399.1384       1224.5304     -14782.2125       1303.1846        406.1799       1224.5304
     1870.92720      1870.91705      -3203.2593       1242.4516       -797.8741       1256.1905      -2680.1619       1242.4516
     1870.94803      1870.93788      -1450.3942       1214.8784     -13304.7419       1256.1905      -1535.7489       1214.8784
     1870.96886      1870.95872      -6820.6912       1212.6307     -11468.4438       1256.1905       -729.0820       1212.6307
     1870.98970      1870.97955      -2295.4947       1233.2358     -12679.9157       1256.1905        521.4815       1233.2358
     1871.01053      1871.00038      -2006.2381       1182.4231     -12015.5307       1256.1905       1256.1905       1182.4231
     1871.03136      1871.02122      -3807.0839       1220.5371     -12711.2343       1256.1905        913.9640       1220.5371
     1871.05220      1871.04205      -3924.3232       1204.3976     -12153.3501       1235.9580        401.3827       1204.3976
     1871.07303      1871.06288       1686.1378       1193.1633     -11845.7507       1235.9580       -601.7989       1193.1633
     1871.09386      1871.08372      -3278.3656       1181.0885     -12532.0359       1235.9580      -3563.4906       1181.0885
     1871.11470      1871.10455      -3604.9499       1189.4493     -11848.3391       1162.0005       -919.0705       1189.4493
     1871.13553      1871.12538       2327.8411       1248.9221      -8417.7019       1162.0005       2208.9052       1248.9221
     1871.15636      1871.14622       -650.5714       1221.2876     -14393.4377       1124.7834       -167.4496       1221.2876
     1871.17720      1871.16705       2448.5223       1195.7711     -13066.2214        918.7561        918.7561       1195.7711
     1871.19803      1871.18788       -206.7211       1142.5724     -10767.4264        918.7561        504.9642       1142.5724
     1871.21887      1871.20872       4832.2700       1171.8673     -11796.4739        913.9640        764.3667       1171.8673
     1871.23970      1871.22955       4222.1883       1127.7086     -10636.6959        764.3667       3395.2103       1127.7086
     1871.26053      1871.25038       -881.5039       1140.8274      -8873.1083        913.9640        201.1331       1140.8274
     1871.28137      1871.27122       4632.6554       1187.3099      -8117.7929        764.3667       3914.1934       1187.3099
     1871.30220      1871.29205       1792.7608       1169.9609      -8513.4706        521.4815        302.2426       1169.9609
     1871.32303      1871.31288       1260.1955       1181.7291     -12983.5144        764.3667       2477.9890       1181.7291
     1871.34387      1871.33372       1234.7150       1160.0672     -11250.7119        521.4815       1781.2659       1160.0672
     1871.36470      1871.35455      -1016.9789       1126.1460      -9408.1940        521.4815       -198.7245       1126.1460
     1871.38553      1871.37538       4755.6531       1207.6399     -10352.4523        521.4815       -830.1575       1207.6399
     1871.40637      1871.39622       2092.5229       1154.1932     -10406.1249        521.4815        145.9573       1154.1932
     1871.42720      1871.41705       6549.2525       1130.5195      -9081.4679        521.4815       4773.0317       1130.5195
     1871.44804      1871.43788       6569.6968       1137.9516      -8698.1874        717.5923       4815.6780       1137.9516
     1871.46887      1871.45872       6909.9398       1135.7355      -8486.1675        717.5923       1661.8269       1135.7355
     1871.48970      1871.47955        423.9498       1133.1500      -7628.4979        717.5923       1430.1671       1133.1500
     1871.51054      1871.50038       6598.2251       1105.3364      -6629.8897        717.5923       3514.5590       1105.3364
     1871.53137      1871.52122        346.5503       1116.7683      -5963.3369        508.5617        287.4375       1116.7683
     1871.55220      1871.54205       3011.3440       1102.9482      -4889.9939        508.5617       2885.0268       1102.9482
     1871.57304      1871.56288       5032.8562       1086.6014      -6584.1987        508.5617       4396.0346       1086.6014
     1871.59387      1871.58372       1869.7915       1114.8689      -7870.1946        508.5617       -686.3249       1114.8689
     1871.61470      1871.60455       1909.6878       1092.7515      -7571.8185        717.5923       1461.4648       1092.7515
     1871.63554      1871.62538       4095.3912       1103.1298      -7295.6024        717.5923       1124.7834       1103.1298
     1871.65637      1871.64622       -261.4866       1078.4602      -6198.8587        569.0334      -1579.8460       1078.4602
     1871.67720      1871.66705       1713.0067       1071.4004      -4768.4567        569.0334       2068.8378       1071.4004
     1871.69804      1871.68788        270.0763       1090.1235      -5333.7737        569.0334       -380.1543       1090.1235
     1871.71887      1871.70872        802.8229       1073.9631      -6140.1952        717.5923       -752.0859       1073.9631
     1871.73971      1871.72955       9276.9118       1087.9945      -5616.3101        717.5923       2789.4633       1087.9945
     1871.76054      1871.75038       3000.3225       1059.9941      -4057.9719        569.0334        307.0532       1059.9941
