         BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1870.44777      1870.43788      -6241.2456       1326.8458      -4875.3525        351.6549        864.4296       1326.8458
     1870.46860      1870.45872       2722.6503       1288.2512      -3897.0745        351.6549       3249.0542       1288.2512
     1870.48943      1870.47955      -4189.4457       1287.2218      -2197.0162        351.6549       2770.6057       1287.2218
     1870.51027      1870.50038      -4399.0510       1265.4854      -1933.2993        363.1073       2036.9373       1265.4854
     1870.53110      1870.52122      -4933.9014       1265.1626      -1031.6868        351.6549      -1358.4138       1265.1626
     1870.55193      1870.54205      -1963.4347       1357.6344      -3674.3929        363.1073       -569.2703       1357.6344
     1870.57277      1870.56288       1032.3965       1252.3178      -2101.5449        646.7716        870.0462       1252.3178
     1870.59360      1870.58372      -1835.5654       1270.4817        810.5199        646.7716        646.7716       1270.4817
     1870.61443      1870.60455      -2395.7381       1173.0043        509.8698        646.7716      -1020.4035       1173.0043
     1870.63527      1870.62538      -2951.6984       1204.2394      -4951.6371        363.1073        351.6549       1204.2394
     1870.65610      1870.64622      -4512.3953       1204.4659      -8541.9076        363.1073         -7.8009       1204.4659
     1870.67693      1870.66705        370.7688       1209.4809      -9682.4235        450.9097        821.2720       1209.4809
     1870.69777      1870.68788       -943.3058       1187.5199      -9679.2945        450.9097       -517.5927       1187.5199
     1870.71860      1870.70872      -5852.9487       1201.2120      -8484.2899        363.1073      -1386.7549       1201.2120
     1870.73943      1870.72955      -4328.1854       1206.6199      -4396.2397        450.9097       2289.8128       1206.6199
     1870.76027      1870.75038      -5263.8542       1195.3033      -5115.0883        450.9097       1071.7165       1195.3033
     1870.78110      1870.77122      -6733.0531       1084.3852      -7342.0577        646.7716        951.0215       1084.3852
     1870.80193      1870.79205      -7311.5744       1125.3543      -7678.0584        646.7716       -849.7575       1125.3543
     1870.82277      1870.81288      -2824.6270       1069.4817      -9087.0797        646.7716      -1133.3355       1069.4817
     1870.84360      1870.83372      -6416.9725       1134.7563      -6626.5445        646.7716      -2983.0317       1134.7563
     1870.86443      1870.85455      -6259.7201       1086.4481      -6662.0465        646.7716        363.1073       1086.4481
     1870.88527      1870.87538      -4155.3875       1082.5537      -6828.9583        450.9097        -63.3714       1082.5537
     1870.90610      1870.89622      -3736.4086       1089.4241      -7899.1866        363.1073       1348.7006       1089.4241
     1870.92693      1870.91705      -4965.4822       1098.6914      -6605.3159        351.6549       -586.8937       1098.6914
     1870.94777      1870.93788      -6767.4481       1040.4309      -7106.0925        315.1680      -1046.8974       1040.4309
     1870.96860      1870.95872      -3470.1447       1043.4661      -7213.3437        315.1680       3127.3441       1043.4661
     1870.98943      1870.97955       -554.8505       1126.4994      -6541.8408        249.1646       2498.9773       1126.4994
     1871.01027      1871.00038      -2831.1834       1112.9446      -6728.0502        213.6896       -693.1605       1112.9446
     1871.03110      1871.02122      -1062.2772       1097.7087      -6925.9457        118.2323       1877.5553       1097.7087
     1871.05193      1871.04205      -2522.8188       1097.3851      -6187.5468        118.2323       1245.9661       1097.3851
     1871.07277      1871.06288      -5465.2124       1098.6721      -3038.6292        118.2323      -2074.9744       1098.6721
     1871.09360      1871.08372      -5001.3726       1066.3791      -3173.4496        118.2323       1539.3979       1066.3791
     1871.11443      1871.10455      -6026.7688       1073.9278      -6054.3850        118.2323        118.2323       1073.9278
     1871.13527      1871.12538       -396.4553       1079.3988      -5269.2349        118.2323        992.9639       1079.3988
     1871.15610      1871.14622      -1162.3253       1068.3028      -4927.4211         -7.8009        450.9097       1068.3028
     1871.17693      1871.16705      -6634.1941       1062.2387      -2675.2831        -49.1599      -1832.3113       1062.2387
     1871.19777      1871.18788      -4150.3090       1061.0458      -3440.5228        -63.3714       -882.2172       1061.0458
     1871.21860      1871.20872      -5336.1554       1053.3074      -4410.8832        -63.3714        868.8396       1053.3074
     1871.23943      1871.22955      -5000.8252       1052.0012      -4144.5904        -63.3714      -1211.7138       1052.0012
     1871.26027      1871.25038      -2423.6085       1043.8328      -3772.9251       -300.7532        856.7936       1043.8328
     1871.28110      1871.27122      -2308.1149       1048.0421      -4649.6078       -352.9635       2210.7138       1048.0421
     1871.30193      1871.29205      -1265.9002       1051.2434      -3643.0044       -352.9635       1208.0081       1051.2434
     1871.32277      1871.31288      -5877.1757       1052.2150       -399.3393       -300.7532        315.1680       1052.2150
     1871.34360      1871.33372      -3683.1207       1039.1098      -5268.4773        -63.3714        213.6896       1039.1098
     1871.36443      1871.35455      -4034.9065       1036.3991      -2873.0195        -63.3714       -474.4900       1036.3991
     1871.38527      1871.37538      -2321.5617       1056.4335      -5849.8161       -300.7532       -560.4931       1056.4335
     1871.40610      1871.39622      -4566.5201       1058.4331      -4079.6302       -352.9635      -3263.2760       1058.4331
     1871.42693      1871.41705      -2742.5376       1043.6217      -2593.8780       -474.4900        249.1646       1043.6217
     1871.44777      1871.43788      -4901.3142       1032.6939      -2942.6104       -352.9635        385.4039       1032.6939
     1871.46860      1871.45872      -5594.2675       1014.6645      -1764.1566       -300.7532       -648.4727       1014.6645
     1871.48943      1871.47955      -6286.0243       1017.3329      -4306.6939       -352.9635      -1542.0212       1017.3329
     1871.51027      1871.50038       -276.4440       1016.8570      -3231.9469       -352.9635       -901.4306       1016.8570
     1871.53110      1871.52122      -3733.7668       1008.8326      -4540.7533       -300.7532      -2220.4542       1008.8326
     1871.55193      1871.54205      -5540.3797        995.7916      -2863.6931       -352.9635       -528.7226        995.7916
     1871.57277      1871.56288        781.0569       1013.2943      -3110.5095       -352.9635       2363.6303       1013.2943
     1871.59360      1871.58372      -2961.1325        990.0319      -3120.6692       -300.7532       1019.7420        990.0319
     1871.61443      1871.60455      -3282.5438       1000.2176      -1782.7124       -300.7532       -724.8953       1000.2176
     1871.63527      1871.62538      -1557.7585       1000.9405      -1277.5831       -300.7532        -49.1599       1000.9405
     1871.65610      1871.64622      -3459.2300        985.2237      -2046.7179       -300.7532       -352.9635        985.2237
     1871.67693      1871.66705      -6205.1063        992.9061       -397.4773       -352.9635      -2652.5914        992.9061
     1871.69777      1871.68788      -6720.7614        988.0152       -729.1968       -300.7532      -2842.1549        988.0152
     1871.71860      1871.70872      -5126.5671        980.8563       -707.3504       -202.8200       -984.4165        980.8563
     1871.73943      1871.72955      -3044.1027        998.9060      -1392.4273       -202.8200       -300.7532        998.9060
     1871.76027      1871.75038      -2680.1959        986.7774      -1591.3101       -199.0372      -1307.4180        986.7774
     1871.78110      1871.77122        132.7516        986.0796      -2312.7755       -202.8200        678.5500        986.0796
     1871.80193      1871.79205       -349.7099        984.9857      -2566.3819       -202.8200        291.5673        984.9857
     1871.82277      1871.81288      -3485.8587        981.7774      -2780.5061       -300.7532        169.2296        981.7774
     1871.84360      1871.83372      -1951.1675        970.1398      -2324.3158       -352.9635      -1888.5019        970.1398
     1871.86443      1871.85455      -2755.6522        982.4110        193.9129       -436.8099      -1468.8011        982.4110
     1871.88527      1871.87538      -2540.0701        961.5980      -1634.1458       -436.8099       -716.3348        961.5980
     1871.90610      1871.89622        152.0006        970.1242       -835.6627       -352.9635       -699.0425        970.1242
     1871.92693      1871.91705        429.5059        964.7387      -1175.7288       -300.7532       1148.0805        964.7387
     1871.94777      1871.93788        -61.0455        968.0976       -891.3416       -352.9635       2506.0722        968.0976
     1871.96860      1871.95872      -3520.5331        965.2333      -1228.8958       -352.9635      -1047.7730        965.2333
     1871.98943      1871.97955      -1671.6133        955.4869      -1111.2761       -352.9635        363.7481        955.4869
     1872.01027      1872.00038       2481.0104        957.1218       -760.0619       -300.7532       1780.0418        957.1218
     1872.03110      1872.02122       -258.0049        966.5062      -1926.5724       -202.8200       -944.8254        966.5062
     1872.05193      1872.04205      -1682.5635        966.5261       -485.8878       -202.8200        851.1012        966.5261
     1872.07277      1872.06288        767.6707        974.8725       -368.7330       -199.0372       1595.3207        974.8725
     1872.09360      1872.08372       3013.9704        955.0091      -1398.6537       -199.0372       1823.7944        955.0091
     1872.11443      1872.10455       2156.2047        964.3731       1292.7411       -202.8200       2891.9420        964.3731
     1872.13527      1872.12538      -3451.3343        961.4323      -1217.4277       -199.0372       -202.8200        961.4323
     1872.15610      1872.14622      -3763.9313        971.2150        529.7540       -199.0372      -2341.6982        971.2150
     1872.17693      1872.16705      -3000.4944        969.6425       1030.8720       -199.0372       -199.0372        969.6425
     1872.19777      1872.18788       -167.8911        977.0212       -442.6686        -81.1119        872.5682        977.0212
     1872.21860      1872.20872      -1113.3360        945.8539      -1438.2134         93.0798        -81.1119        945.8539
     1872.23943      1872.22955      -1465.1528        972.6783      -1135.7667        121.1522        172.1074        972.6783
     1872.26027      1872.25038      -3614.5589        981.0741        714.5533        169.2296      -2756.0026        981.0741
     1872.28110      1872.27122        819.5458        950.5316       -591.0659        169.2296        301.9447        950.5316
     1872.30193      1872.29205      -2316.5725        962.8508         -8.8613        169.2296       -969.8713        962.8508
     1872.32277      1872.31288      -3124.8898        958.7279        161.9905        169.2296       -436.8099        958.7279
     1872.34360      1872.33372       2702.1342        945.2397       1215.1775        121.1522      -1107.8202        945.2397
     1872.36443      1872.35455      -3419.2733        958.0900        676.2334        121.1522      -2876.9793        958.0900
     1872.38527      1872.37538       4892.8025        966.4989       -494.4477        121.1522       3873.2927        966.4989
     1872.40610      1872.39622      -1616.7342        952.0577        294.5093        172.1074        679.5588        952.0577
     1872.42693      1872.41705      -1294.2133        941.8091        903.7144        172.1074      -1130.2534        941.8091
     1872.44777      1872.43788      -3692.9941        948.2516       4197.9559        122.2193       1306.5457        948.2516
     1872.46860      1872.45872      -3259.9707        947.1926       1420.4893        122.2193       -426.4543        947.1926
     1872.48943      1872.47955      -1436.2821        963.8680       -701.3933        172.1074       1400.1123        963.8680
     1872.51027      1872.50038      -2141.5831        935.9841       1618.6825        172.1074        121.1522        935.9841
     1872.53110      1872.52122      -4223.6955        927.4893        246.2612        122.2193      -1659.8521        927.4893
     1872.55193      1872.54205        954.9987        950.5135       1351.4640        122.2193       2344.3018        950.5135
     1872.57277      1872.56288       -367.1928        943.3491       1081.9324        122.2193       1175.0086        943.3491
     1872.59360      1872.58372      -5823.6504        923.2271        583.5801        122.2193      -1297.8860        923.2271
     1872.61443      1872.60455      -2701.4773        952.4419       1735.1429        122.2193         93.0798        952.4419
     1872.63527      1872.62538      -5003.3108        956.4415       2912.7931        121.1522        669.5818        956.4415
     1872.65610      1872.64622      -2808.3553        944.0142      -1653.7667        122.2193       -537.8135        944.0142
     1872.67693      1872.66705       1661.9539        945.7630       -270.4525        172.1074        976.8976        945.7630
     1872.69777      1872.68788      -4265.7273        941.5622        604.1836        220.2193        351.8838        941.5622
     1872.71860      1872.70872       1402.7008        944.1783        -33.0859        220.2193       1958.7829        944.1783
     1872.73943      1872.72955       3117.9658        938.0764      -1024.6816        220.2193        511.1578        938.0764
     1872.76027      1872.75038      -3315.9975        948.9575       -136.9728        301.9447      -1419.7327        948.9575
     1872.78110      1872.77122      -7383.6061        937.1726        521.4512        351.8838       1136.0400        937.1726
     1872.80193      1872.79205      -1905.8736        948.8557       -288.9524        478.2155        753.2933        948.8557
     1872.82277      1872.81288       -756.1010        952.7399       -585.9832        511.1578       -501.4673        952.7399
     1872.84360      1872.83372      -2438.4950        954.9285       -666.8402        511.1578      -1246.4814        954.9285
     1872.86443      1872.85455      -3194.3519        947.1614       -111.2269        511.1578        -41.9479        947.1614
     1872.88527      1872.87538       -337.4147        942.1160        -19.1479        511.1578       2611.9722        942.1160
