Sector,Type,Name,Link
01,SNIa,2018evo,https://tess.mit.edu/public/tesstransients/images/sector01/lc_2018evo_cleaned.png
01,SNIa,2018exc,https://tess.mit.edu/public/tesstransients/images/sector01/lc_2018exc_cleaned.png
01,SNIa,2018eod,https://tess.mit.edu/public/tesstransients/images/sector01/lc_2018eod_cleaned.png
01,SNIa,2018fhw,https://tess.mit.edu/public/tesstransients/images/sector01/lc_2018fhw_cleaned.png
02,SNIa,2018fwi,https://tess.mit.edu/public/tesstransients/images/sector02/lc_2018fwi_cleaned.png
02,SNIa,2018fzi,https://tess.mit.edu/public/tesstransients/images/sector02/lc_2018fzi_cleaned.png
02,SNIa,2018fqn,https://tess.mit.edu/public/tesstransients/images/sector02/lc_2018fqn_cleaned.png
02,SNIa,2018grv,https://tess.mit.edu/public/tesstransients/images/sector02/lc_2018grv_cleaned.png
02,SNIa,2018fub,https://tess.mit.edu/public/tesstransients/images/sector02/lc_2018fub_cleaned.png
02,SNIa,2018fvi,https://tess.mit.edu/public/tesstransients/images/sector02/lc_2018fvi_cleaned.png
03,SNIa,2018hlp,https://tess.mit.edu/public/tesstransients/images/sector03/lc_2018hlp_cleaned.png
03,SNIa,2018hkb,https://tess.mit.edu/public/tesstransients/images/sector03/lc_2018hkb_cleaned.png
03,SNIa,2018hgc,https://tess.mit.edu/public/tesstransients/images/sector03/lc_2018hgc_cleaned.png
03,SNIa,2018hka,https://tess.mit.edu/public/tesstransients/images/sector03/lc_2018hka_cleaned.png
03,SNIa,2018hib,https://tess.mit.edu/public/tesstransients/images/sector03/lc_2018hib_cleaned.png
03,SNIa,2018hpu,https://tess.mit.edu/public/tesstransients/images/sector03/lc_2018hpu_cleaned.png
03,SNIa,2018hdo,https://tess.mit.edu/public/tesstransients/images/sector03/lc_2018hdo_cleaned.png
03,SNIa,2018hkx,https://tess.mit.edu/public/tesstransients/images/sector03/lc_2018hkx_cleaned.png
04,SNIa,2018ieu,https://tess.mit.edu/public/tesstransients/images/sector04/lc_2018ieu_cleaned.png
04,SNIa,2018huc,https://tess.mit.edu/public/tesstransients/images/sector04/lc_2018huc_cleaned.png
04,SNIa,2018hrs,https://tess.mit.edu/public/tesstransients/images/sector04/lc_2018hrs_cleaned.png
04,SNIa,2018hyy,https://tess.mit.edu/public/tesstransients/images/sector04/lc_2018hyy_cleaned.png
04,SNIa,2018ikr,https://tess.mit.edu/public/tesstransients/images/sector04/lc_2018ikr_cleaned.png
04,SNIa,2018hzh,https://tess.mit.edu/public/tesstransients/images/sector04/lc_2018hzh_cleaned.png
04,SNIa,2018hss,https://tess.mit.edu/public/tesstransients/images/sector04/lc_2018hss_cleaned.png
04,SNIa,2018hsz,https://tess.mit.edu/public/tesstransients/images/sector04/lc_2018hsz_cleaned.png
05,SNIa,2018itr,https://tess.mit.edu/public/tesstransients/images/sector05/lc_2018itr_cleaned.png
05,SNIa,2018jeb,https://tess.mit.edu/public/tesstransients/images/sector05/lc_2018jeb_cleaned.png
05,SNIa,2018iyx,https://tess.mit.edu/public/tesstransients/images/sector05/lc_2018iyx_cleaned.png
05,SNIa,2018jjs,https://tess.mit.edu/public/tesstransients/images/sector05/lc_2018jjs_cleaned.png
05,SNIa,2018jjd,https://tess.mit.edu/public/tesstransients/images/sector05/lc_2018jjd_cleaned.png
05,SNIa,2018jnd,https://tess.mit.edu/public/tesstransients/images/sector05/lc_2018jnd_cleaned.png
05,SNIa,2018ioa,https://tess.mit.edu/public/tesstransients/images/sector05/lc_2018ioa_cleaned.png
06,SNIa,2018kfv,https://tess.mit.edu/public/tesstransients/images/sector06/lc_2018kfv_cleaned.png
06,SNIa,2018lla,https://tess.mit.edu/public/tesstransients/images/sector06/lc_2018lla_cleaned.png
06,SNIa,2018koy,https://tess.mit.edu/public/tesstransients/images/sector06/lc_2018koy_cleaned.png
06,SNIa,2018jwi,https://tess.mit.edu/public/tesstransients/images/sector06/lc_2018jwi_cleaned.png
07,SNIa,2019aba,https://tess.mit.edu/public/tesstransients/images/sector07/lc_2019aba_cleaned.png
07,SNIa,2019ako,https://tess.mit.edu/public/tesstransients/images/sector07/lc_2019ako_cleaned.png
07,SNIa,2019rm,https://tess.mit.edu/public/tesstransients/images/sector07/lc_2019rm_cleaned.png
08,SNIa,2019axj,https://tess.mit.edu/public/tesstransients/images/sector08/lc_2019axj_cleaned.png
08,SNIa,2019bea,https://tess.mit.edu/public/tesstransients/images/sector08/lc_2019bea_cleaned.png
09,SNIa,2019bxi,https://tess.mit.edu/public/tesstransients/images/sector09/lc_2019bxi_cleaned.png
10,SNIa,2019dsn,https://tess.mit.edu/public/tesstransients/images/sector10/lc_2019dsn_cleaned.png
11,SNIa,2019ekn,https://tess.mit.edu/public/tesstransients/images/sector11/lc_2019ekn_cleaned.png
12,SNIa,2019gak,https://tess.mit.edu/public/tesstransients/images/sector12/lc_2019gak_cleaned.png
12,SNIa,2019gqv,https://tess.mit.edu/public/tesstransients/images/sector12/lc_2019gqv_cleaned.png
14,SNIa,2019mvj,https://tess.mit.edu/public/tesstransients/images/sector14/lc_2019mvj_cleaned.png
14,SNIa,2019lsp,https://tess.mit.edu/public/tesstransients/images/sector14/lc_2019lsp_cleaned.png
14,SNIa,2019njx,https://tess.mit.edu/public/tesstransients/images/sector14/lc_2019njx_cleaned.png
14,SNIa,2019mue,https://tess.mit.edu/public/tesstransients/images/sector14/lc_2019mue_cleaned.png
14,SNIa,2019mbi,https://tess.mit.edu/public/tesstransients/images/sector14/lc_2019mbi_cleaned.png
14,SNIa,2019ncd,https://tess.mit.edu/public/tesstransients/images/sector14/lc_2019ncd_cleaned.png
14,SNIa,2019mdw,https://tess.mit.edu/public/tesstransients/images/sector14/lc_2019mdw_cleaned.png
14,SNIa,2019mrg,https://tess.mit.edu/public/tesstransients/images/sector14/lc_2019mrg_cleaned.png
15,SNIa,2019pdx,https://tess.mit.edu/public/tesstransients/images/sector15/lc_2019pdx_cleaned.png
15,SNIa,2019pkz,https://tess.mit.edu/public/tesstransients/images/sector15/lc_2019pkz_cleaned.png
15,SNIa,2019pnw,https://tess.mit.edu/public/tesstransients/images/sector15/lc_2019pnw_cleaned.png
15,SNIa,2019prw,https://tess.mit.edu/public/tesstransients/images/sector15/lc_2019prw_cleaned.png
15,SNIa,2019ptv,https://tess.mit.edu/public/tesstransients/images/sector15/lc_2019ptv_cleaned.png
15,SNIa,2019ozu,https://tess.mit.edu/public/tesstransients/images/sector15/lc_2019ozu_cleaned.png
15,SNIa,2019nql,https://tess.mit.edu/public/tesstransients/images/sector15/lc_2019nql_cleaned.png
15,SNIa,2019pny,https://tess.mit.edu/public/tesstransients/images/sector15/lc_2019pny_cleaned.png
16,SNIa,2019qwi,https://tess.mit.edu/public/tesstransients/images/sector16/lc_2019qwi_cleaned.png
16,SNIa,2019qmm,https://tess.mit.edu/public/tesstransients/images/sector16/lc_2019qmm_cleaned.png
16,SNIa,2019rqd,https://tess.mit.edu/public/tesstransients/images/sector16/lc_2019rqd_cleaned.png
