Sector,Type,Name,Link
47,SNII,2022alw,https://tess.mit.edu/public/tesstransients/images/sector47/lc_2022alw_cleaned.png
49,SNII,2022eti,https://tess.mit.edu/public/tesstransients/images/sector49/lc_2022eti_cleaned.png
49,SNII,2022fab,https://tess.mit.edu/public/tesstransients/images/sector49/lc_2022fab_cleaned.png
50,SNII,2022hql,https://tess.mit.edu/public/tesstransients/images/sector50/lc_2022hql_cleaned.png
50,SNII,2022fps,https://tess.mit.edu/public/tesstransients/images/sector50/lc_2022fps_cleaned.png
50,SNIIn,2022fnl,https://tess.mit.edu/public/tesstransients/images/sector50/lc_2022fnl_cleaned.png
50,SNII,2022hna,https://tess.mit.edu/public/tesstransients/images/sector50/lc_2022hna_cleaned.png
50,SNII,2022fny,https://tess.mit.edu/public/tesstransients/images/sector50/lc_2022fny_cleaned.png
50,SNII,2022gjo,https://tess.mit.edu/public/tesstransients/images/sector50/lc_2022gjo_cleaned.png
51,SNII,2022jdf,https://tess.mit.edu/public/tesstransients/images/sector51/lc_2022jdf_cleaned.png
51,SNII,2022kad,https://tess.mit.edu/public/tesstransients/images/sector51/lc_2022kad_cleaned.png
51,SNII,2022ikc,https://tess.mit.edu/public/tesstransients/images/sector51/lc_2022ikc_cleaned.png
51,SNII,2022jps,https://tess.mit.edu/public/tesstransients/images/sector51/lc_2022jps_cleaned.png
51,SNII,2022iid,https://tess.mit.edu/public/tesstransients/images/sector51/lc_2022iid_cleaned.png
52,SNIIn,2022myl,https://tess.mit.edu/public/tesstransients/images/sector52/lc_2022myl_cleaned.png
52,SNII,2022lez,https://tess.mit.edu/public/tesstransients/images/sector52/lc_2022lez_cleaned.png
52,SNII,2022khy,https://tess.mit.edu/public/tesstransients/images/sector52/lc_2022khy_cleaned.png
52,SNII,2022knz,https://tess.mit.edu/public/tesstransients/images/sector52/lc_2022knz_cleaned.png
52,SNIIn,2022mds,https://tess.mit.edu/public/tesstransients/images/sector52/lc_2022mds_cleaned.png
52,SNIIn,2022msv,https://tess.mit.edu/public/tesstransients/images/sector52/lc_2022msv_cleaned.png
53,SNII,2022myi,https://tess.mit.edu/public/tesstransients/images/sector53/lc_2022myi_cleaned.png
53,SNIIb,2022ngb,https://tess.mit.edu/public/tesstransients/images/sector53/lc_2022ngb_cleaned.png
53,SNIIn,2022oeh,https://tess.mit.edu/public/tesstransients/images/sector53/lc_2022oeh_cleaned.png
53,SNII,2022ngt,https://tess.mit.edu/public/tesstransients/images/sector53/lc_2022ngt_cleaned.png
53,SNIIP,2022npv,https://tess.mit.edu/public/tesstransients/images/sector53/lc_2022npv_cleaned.png
54,SNIIn,2022prr,https://tess.mit.edu/public/tesstransients/images/sector54/lc_2022prr_cleaned.png
54,SNII,2022oyp,https://tess.mit.edu/public/tesstransients/images/sector54/lc_2022oyp_cleaned.png
54,SNII,2022pjs,https://tess.mit.edu/public/tesstransients/images/sector54/lc_2022pjs_cleaned.png
55,SNII,2022tis,https://tess.mit.edu/public/tesstransients/images/sector55/lc_2022tis_cleaned.png
55,SNII,2022sio,https://tess.mit.edu/public/tesstransients/images/sector55/lc_2022sio_cleaned.png
55,SNII,2022sje,https://tess.mit.edu/public/tesstransients/images/sector55/lc_2022sje_cleaned.png
56,SNII,2022vih,https://tess.mit.edu/public/tesstransients/images/sector56/lc_2022vih_cleaned.png
56,SNII,2022ubb,https://tess.mit.edu/public/tesstransients/images/sector56/lc_2022ubb_cleaned.png
56,SNII,2022udk,https://tess.mit.edu/public/tesstransients/images/sector56/lc_2022udk_cleaned.png
56,SNII,2022uhk,https://tess.mit.edu/public/tesstransients/images/sector56/lc_2022uhk_cleaned.png
56,SNIIn,2022tbh,https://tess.mit.edu/public/tesstransients/images/sector56/lc_2022tbh_cleaned.png
58,SNIIb,2022aajd,https://tess.mit.edu/public/tesstransients/images/sector58/lc_2022aajd_cleaned.png
58,SNII,2022zxw,https://tess.mit.edu/public/tesstransients/images/sector58/lc_2022zxw_cleaned.png
58,SNIIn,2022zyd,https://tess.mit.edu/public/tesstransients/images/sector58/lc_2022zyd_cleaned.png
60,SNIIn,2023jo,https://tess.mit.edu/public/tesstransients/images/sector60/lc_2023jo_cleaned.png
61,SNIIP,2023aeh,https://tess.mit.edu/public/tesstransients/images/sector61/lc_2023aeh_cleaned.png
