Sector,Type,Name,Link
01,CV,2018fdx,https://tess.mit.edu/public/tesstransients/images/sector01/lc_2018fdx_cleaned.png
11,CV,2019exu,https://tess.mit.edu/public/tesstransients/images/sector11/lc_2019exu_cleaned.png
13,CV,2019iiv,https://tess.mit.edu/public/tesstransients/images/sector13/lc_2019iiv_cleaned.png
14,CV,2019lls,https://tess.mit.edu/public/tesstransients/images/sector14/lc_2019lls_cleaned.png
14,CV,2019mpt,https://tess.mit.edu/public/tesstransients/images/sector14/lc_2019mpt_cleaned.png
16,CV,2019saz,https://tess.mit.edu/public/tesstransients/images/sector16/lc_2019saz_cleaned.png
17,CV,2019tlu,https://tess.mit.edu/public/tesstransients/images/sector17/lc_2019tlu_cleaned.png
20,CV,2020afq,https://tess.mit.edu/public/tesstransients/images/sector20/lc_2020afq_cleaned.png
34,CV,2021bpd,https://tess.mit.edu/public/tesstransients/images/sector34/lc_2021bpd_cleaned.png
35,CV,2021css,https://tess.mit.edu/public/tesstransients/images/sector35/lc_2021css_cleaned.png
37,CV,2021ife,https://tess.mit.edu/public/tesstransients/images/sector37/lc_2021ife_cleaned.png
37,CV,2021jby,https://tess.mit.edu/public/tesstransients/images/sector37/lc_2021jby_cleaned.png
40,CV,2021rhi,https://tess.mit.edu/public/tesstransients/images/sector40/lc_2021rhi_cleaned.png
41,CV,2021vzy,https://tess.mit.edu/public/tesstransients/images/sector41/lc_2021vzy_cleaned.png
44,CV,2021abwn,https://tess.mit.edu/public/tesstransients/images/sector44/lc_2021abwn_cleaned.png
47,CV,2022hy,https://tess.mit.edu/public/tesstransients/images/sector47/lc_2022hy_cleaned.png
53,CV,2022nmg,https://tess.mit.edu/public/tesstransients/images/sector53/lc_2022nmg_cleaned.png
53,CV,2022old,https://tess.mit.edu/public/tesstransients/images/sector53/lc_2022old_cleaned.png
53,CV,2022nur,https://tess.mit.edu/public/tesstransients/images/sector53/lc_2022nur_cleaned.png
55,CV,2022rxf,https://tess.mit.edu/public/tesstransients/images/sector55/lc_2022rxf_cleaned.png
56,CV,2022tru,https://tess.mit.edu/public/tesstransients/images/sector56/lc_2022tru_cleaned.png
57,CV,2022xme,https://tess.mit.edu/public/tesstransients/images/sector57/lc_2022xme_cleaned.png
58,CV,2022absk,https://tess.mit.edu/public/tesstransients/images/sector58/lc_2022absk_cleaned.png
