         BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1410.92944      1410.91725     -24634.1031        997.6290      -1335.9421       -944.9312      -3521.2401       1350.4874
     1410.95027      1410.93808     -29946.2238        942.7534        266.0864       -944.9312      -2066.2485       1337.5644
     1410.97111      1410.95891     -37021.2538        972.3639      -1052.7742       -735.7395       -126.5247       1417.2272
     1410.99194      1410.97975     -32631.6063        963.3997      -1076.6370       -735.7395       -955.5947       1336.8850
     1411.01277      1411.00058     -28795.5066        943.4971       -926.8564       -735.7395       -506.5759       1413.2903
     1411.03361      1411.02141     -29383.1756        981.2127       -313.6737       -735.7395      -2060.3491       1415.1746
     1411.05444      1411.04225     -23461.5033        979.7559      -2203.6357       -735.7395       -563.3393       1344.3731
     1411.07527      1411.06308     -28248.4214        986.4565      -1561.4059       -735.7395       -735.7395       1332.1767
     1411.09611      1411.08391     -29415.9027        966.5881      -2068.9239       -735.7395       -946.0624       1358.3856
     1411.11694      1411.10475     -22731.2305        978.9635      -2818.8084       -735.7395      -1276.2406       1329.2665
     1411.13777      1411.12558     -31964.1260        977.0566      -1706.2477       -735.7395       -141.0214       1332.2714
     1411.15861      1411.14641     -25791.1226        972.5264      -1073.2675       -936.9794       1218.4291       1351.1281
     1411.17944      1411.16725     -26227.9104        972.4042      -1629.4033       -938.3122       1757.7497       1361.5826
     1411.20027      1411.18808     -25531.2513        968.9605      -1428.2083       -944.9312       1482.8280       1357.9402
     1411.22111      1411.20891     -23519.5378        961.0448      -1814.5853       -944.9312       1057.1642       1396.4916
     1411.24194      1411.22975     -22557.6753        971.6174      -1911.6586       -944.9312       -719.0642       1397.6667
     1411.26278      1411.25058     -24660.8306        973.0302      -2085.3053       -944.9312      -1997.9532       1373.6460
     1411.28361      1411.27141     -26079.6018        968.8592      -1680.4018       -946.0624      -1254.1622       1369.8418
     1411.30444      1411.29225     -27566.2476        977.2711      -1962.7982       -955.5947      -2098.1152       1362.0472
     1411.32528      1411.31308     -22844.8309        965.8608      -2252.6426       -955.5947       -457.9206       1369.6212
     1411.34611      1411.33391     -22262.3598        966.7449      -1217.6684       -955.5947       -944.9312       1403.4725
     1411.36694      1411.35475     -28600.4382        971.6505      -1006.8329       -955.5947        920.2062       1408.0672
     1411.38778      1411.37558     -23244.4006        968.4022      -2148.0628      -1050.7825      -1187.5112       1395.7725
     1411.40861      1411.39641     -35844.0169        970.8868      -1780.4302      -1050.7825      -2673.0725       1399.5518
     1411.42944      1411.41725     -36437.9927        962.8964        998.6355      -1050.7825      -1897.8888       1387.5872
     1411.45028      1411.43808     -23166.0942        961.4140      -2005.2220      -1050.7825       1339.0373       1394.0808
     1411.47111      1411.45891     -25577.7560        958.3746       -735.0552      -1050.7825       -285.3689       1386.7702
     1411.49194      1411.47975     -19582.4979        965.7842      -1610.7398      -1148.1561        640.7433       1386.1808
     1411.51278      1411.50058     -28439.8844        969.9048      -1126.0045      -1154.8747       -602.4129       1369.5408
     1411.53361      1411.52141     -23346.4138        956.2392      -1526.6500      -1187.5112       -938.3122       1379.5618
     1411.55444      1411.54225     -26386.4439        975.6820      -2745.2652      -1154.8747      -1985.1619       1404.7514
     1411.57528      1411.56308     -26106.5227        959.4638      -1667.9645      -1154.8747       -936.9794       1370.3076
     1411.59611      1411.58391     -25305.9863        964.0827      -1708.2393      -1154.8747      -2964.9604       1380.0505
     1411.61694      1411.60475     -23349.5473        980.3498      -1935.0298      -1154.8747       -573.6272       1400.0756
     1411.63778      1411.62558     -22213.7616        976.3606      -1305.7915      -1154.8747      -1050.7825       1402.2685
     1411.65861      1411.64641     -20069.7648        971.0942      -2303.7807      -1187.5112      -1192.3133       1400.2441
     1411.67944      1411.66725     -29956.9853        971.0172      -1291.3939      -1192.3133      -1938.9711       1390.0645
     1411.70028      1411.68808     -22255.9357        974.5974       -221.7970      -1192.3133       1781.2724       1410.0395
     1411.72111      1411.70891     -21527.5286        970.1685      -1250.3946      -1209.3216      -1893.9193       1403.3411
     1411.74194      1411.72975     -18469.6382        980.0316       -532.0841      -1209.3216      -1848.5990       1429.4848
     1411.76278      1411.75058     -18230.1042        973.0189      -2165.8396      -1219.9715      -1154.8747       1416.4878
     1411.78361      1411.77141     -20359.3161        982.5502      -2714.4080      -1209.3216      -4034.7121       1431.9357
     1411.80444      1411.79225     -20388.3277        980.7269      -1949.9239      -1192.3133      -2189.7638       1390.0997
     1411.82528      1411.81308     -24195.7772        973.4029      -1081.1707      -1192.3133      -1922.7562       1395.8269
     1411.84611      1411.83391     -23190.0158        960.7015      -1115.6101      -1192.3133       -263.7109       1419.1213
     1411.86694      1411.85475     -22596.3574        977.6842       -809.8076      -1192.3133      -3323.1905       1426.1155
     1411.88778      1411.87558     -21719.6399        971.8626      -1194.0588      -1209.3216      -2669.8488       1424.4102
     1411.90861      1411.89641     -24195.5273        977.8632       -852.6011      -1219.9715      -1316.9881       1433.3222
     1411.92944      1411.91725     -18257.4277        975.7801       -654.6660      -1209.3216      -1148.1561       1428.6219
     1411.95028      1411.93808     -23328.5583        966.7341      -1566.8876      -1209.3216      -1209.3216       1394.4662
     1411.97111      1411.95891     -23504.0158        965.2902        111.1843      -1209.3216      -3349.5819       1413.4825
     1411.99194      1411.97975     -25145.5871        973.2573         29.5280      -1219.9715      -2802.1351       1407.2779
     1412.01278      1412.00058     -14100.7287        976.2955       -992.0702      -1290.2958      -1219.9715       1421.9060
     1412.03361      1412.02141     -25145.2814        962.5794      -2336.4732      -1290.2958      -1126.3307       1404.6222
     1412.05444      1412.04225     -21673.1745        971.9156      -1728.2506      -1316.9881       -874.4601       1414.0239
     1412.07528      1412.06308     -15951.6738        970.1521      -2839.6339      -1290.2958       -961.5181       1393.6555
     1412.09611      1412.08391     -15087.1943        964.5609      -1254.7854      -1316.9881       1274.6096       1404.3806
     1412.11694      1412.10475     -21809.5701        967.8511       -681.5927      -1316.9881      -1645.6927       1385.5801
     1412.13778      1412.12558     -19100.7980        971.3521      -2226.2454      -1318.1204      -1852.6805       1404.8693
     1412.15861      1412.14641     -19426.4957        968.3096      -1457.1499      -1318.1204      -2474.7337       1390.1637
     1412.17944      1412.16725     -20786.0807        978.3284       -788.5299      -1318.1204        951.0069       1342.3381
