#          BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1410.92349      1410.91725     -27821.5190        997.6290      -1335.9421       -944.9312      -3521.2401       1350.4874
     1410.94432      1410.93808     -33133.6397        942.7534        266.0864       -944.9312      -2066.2485       1337.5644
     1410.96515      1410.95891     -40646.2533        972.3639      -1052.7742       -735.7395       -126.5247       1417.2272
     1410.98599      1410.97975     -36256.6058        963.3997      -1076.6370       -735.7395       -955.5947       1336.8850
     1411.00682      1411.00058     -31982.9225        943.4971       -926.8564       -735.7395       -506.5759       1413.2903
     1411.02765      1411.02141     -32570.5915        981.2127       -313.6737       -735.7395      -2060.3491       1415.1746
     1411.04849      1411.04225     -26648.9192        979.7559      -2203.6357       -735.7395       -563.3393       1344.3731
     1411.06932      1411.06308     -31435.8373        986.4565      -1561.4059       -735.7395       -735.7395       1332.1767
     1411.09016      1411.08391     -32603.3186        966.5881      -2068.9239       -735.7395       -946.0624       1358.3856
     1411.11099      1411.10475     -25744.4232        978.9635      -2818.8084       -735.7395      -1276.2406       1329.2665
     1411.13182      1411.12558     -34977.3187        977.0566      -1706.2477       -735.7395       -141.0214       1332.2714
     1411.15266      1411.14641     -28804.3153        972.5264      -1073.2675       -936.9794       1218.4291       1351.1281
     1411.17349      1411.16725     -28726.9036        972.4042      -1629.4033       -938.3122       1757.7497       1361.5826
     1411.19433      1411.18808     -28030.2445        968.9605      -1428.2083       -944.9312       1482.8280       1357.9402
     1411.21516      1411.20891     -26018.5310        961.0448      -1814.5853       -944.9312       1057.1642       1396.4916
     1411.23599      1411.22975     -25041.6899        971.6174      -1911.6586       -944.9312       -719.0642       1397.6667
     1411.25683      1411.25058     -27144.8452        973.0302      -2085.3053       -944.9312      -1997.9532       1373.6460
     1411.27766      1411.27141     -28563.6164        968.8592      -1680.4018       -946.0624      -1254.1622       1369.8418
     1411.29850      1411.29225     -29979.0841        977.2711      -1962.7982       -955.5947      -2098.1152       1362.0472
     1411.31933      1411.31308     -25257.6674        965.8608      -2252.6426       -955.5947       -457.9206       1369.6212
     1411.34016      1411.33391     -24610.1356        966.7449      -1217.6684       -955.5947       -944.9312       1403.4725
     1411.36100      1411.35475     -30886.1927        971.6505      -1006.8329       -955.5947        920.2062       1408.0672
     1411.38183      1411.37558     -25475.2829        968.4022      -2148.0628      -1050.7825      -1187.5112       1395.7725
     1411.40266      1411.39641     -38064.3829        970.8868      -1780.4302      -1050.7825      -2673.0725       1399.5518
     1411.42350      1411.41725     -38658.3587        962.8964        998.6355      -1050.7825      -1897.8888       1387.5872
     1411.44433      1411.43808     -25386.4602        961.4140      -2005.2220      -1050.7825       1339.0373       1394.0808
     1411.46517      1411.45891     -27808.6383        958.3746       -735.0552      -1050.7825       -285.3689       1386.7702
     1411.48600      1411.47975     -21813.3802        965.7842      -1610.7398      -1148.1561        640.7433       1386.1808
     1411.50683      1411.50058     -30670.7667        969.9048      -1126.0045      -1154.8747       -602.4129       1369.5408
     1411.52767      1411.52141     -25566.7798        956.2392      -1526.6500      -1187.5112       -938.3122       1379.5618
     1411.54850      1411.54225     -28555.7725        975.6820      -2745.2652      -1154.8747      -1985.1619       1404.7514
     1411.56933      1411.56308     -28180.4876        959.4638      -1667.9645      -1154.8747       -936.9794       1370.3076
     1411.59017      1411.58391     -27354.2690        964.0827      -1708.2393      -1154.8747      -2964.9604       1380.0505
     1411.61100      1411.60475     -25284.5899        980.3498      -1935.0298      -1154.8747       -573.6272       1400.0756
     1411.63184      1411.62558     -24144.2492        976.3606      -1305.7915      -1154.8747      -1050.7825       1402.2685
     1411.65267      1411.64641     -22000.2524        971.0942      -2303.7807      -1187.5112      -1192.3133       1400.2441
     1411.67350      1411.66725     -31827.9512        971.0172      -1291.3939      -1192.3133      -1938.9711       1390.0645
     1411.69434      1411.68808     -24056.9843        974.5974       -221.7970      -1192.3133       1781.2724       1410.0395
     1411.71517      1411.70891     -23205.2507        970.1685      -1250.3946      -1209.3216      -1893.9193       1403.3411
     1411.73601      1411.72975     -20139.3941        980.0316       -532.0841      -1209.3216      -1848.5990       1429.4848
     1411.75684      1411.75058     -19899.8601        973.0189      -2165.8396      -1219.9715      -1154.8747       1416.4878
     1411.77767      1411.77141     -22029.0720        982.5502      -2714.4080      -1209.3216      -4034.7121       1431.9357
     1411.79851      1411.79225     -21929.9534        980.7269      -1949.9239      -1192.3133      -2189.7638       1390.0997
     1411.81934      1411.81308     -25692.2415        973.4029      -1081.1707      -1192.3133      -1922.7562       1395.8269
     1411.84017      1411.83391     -24686.4801        960.7015      -1115.6101      -1192.3133       -263.7109       1419.1213
     1411.86101      1411.85475     -24049.4934        977.6842       -809.8076      -1192.3133      -3323.1905       1426.1155
     1411.88184      1411.87558     -23022.0041        971.8626      -1194.0588      -1209.3216      -2669.8488       1424.4102
     1411.90268      1411.89641     -25322.8247        977.8632       -852.6011      -1219.9715      -1316.9881       1433.3222
     1411.92351      1411.91725     -19331.1101        975.7801       -654.6660      -1209.3216      -1148.1561       1428.6219
     1411.94434      1411.93808     -24380.9978        966.7341      -1566.8876      -1209.3216      -1209.3216       1394.4662
     1411.96518      1411.95891     -24556.4553        965.2902        111.1843      -1209.3216      -3349.5819       1413.4825
     1411.98601      1411.97975     -26042.1122        973.2573         29.5280      -1219.9715      -2802.1351       1407.2779
     1412.00685      1412.00058     -14927.0038        976.2955       -992.0702      -1290.2958      -1219.9715       1421.9060
     1412.02768      1412.02141     -25894.8713        962.5794      -2336.4732      -1290.2958      -1126.3307       1404.6222
     1412.04851      1412.04225     -22414.3887        971.9156      -1728.2506      -1316.9881       -874.4601       1414.0239
     1412.06935      1412.06308     -16682.2644        970.1521      -2839.6339      -1290.2958       -961.5181       1393.6555
     1412.09018      1412.08391     -15790.6849        964.5609      -1254.7854      -1316.9881       1274.6096       1404.3806
     1412.11101      1412.10475     -22513.0607        967.8511       -681.5927      -1316.9881      -1645.6927       1385.5801
     1412.13185      1412.12558     -19700.8282        971.3521      -2226.2454      -1318.1204      -1852.6805       1404.8693
     1412.15268      1412.14641     -19995.6026        968.3096      -1457.1499      -1318.1204      -2474.7337       1390.1637
     1412.17352      1412.16725     -21355.1876        978.3284       -788.5299      -1318.1204        951.0069       1342.3381
     1412.19435      1412.18808     -20050.2142        980.6979      -1452.2594      -1318.1204      -1654.8995       1367.5426
     1412.21518      1412.20891     -20526.5512        973.8808       -921.7520      -1318.1204       -916.1282       1362.2222
     1412.23602      1412.22975     -18217.8679        969.6011      -3015.4124      -1318.1204      -1597.1183       1397.9898
     1412.25685      1412.25058     -31851.0665        965.5602      -2727.3924      -1316.9881        312.2455       1483.5342
     1412.27769      1412.27141     -37536.8458        971.7401        253.8621      -1318.1204       2419.8060       1482.9133
     1412.29852      1412.29225     -23560.6806        972.8015       -965.9372      -1316.9881      -1290.2958       1457.7301
     1412.31935      1412.31308     -21833.7743        976.2998      -1193.7833      -1290.2958       -214.1691       1443.2047
     1412.34019      1412.33391     -24888.7692        967.0307       -451.5004      -1290.2958      -1002.0189       1415.2778
     1412.36102      1412.35475     -22720.3849        964.1968       -814.6079      -1290.2958      -1318.1204       1415.7841
     1412.38186      1412.37558     -19867.0743        968.5117      -2337.4652      -1290.2958      -1973.5545       1385.4012
     1412.40269      1412.39641     -19379.4426        964.8236      -1410.5977      -1290.2958        212.4190       1419.2617
