         BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     2307.24482      2307.23629   -1974447.0014         57.7933      13914.8351        819.5359    -198825.8916         57.7933
     2307.25176      2307.24323     -23616.9668       2292.8596    -231070.1078        819.5359     -16678.6829       2292.8596
     2307.30732      2307.29879      -2129.9908       1824.4117      24628.7925        819.5359        -31.1589       1824.4117
     2307.31426      2307.30573      -1093.7657       1814.9563      22216.0364        819.5359        -20.0475       1814.9563
     2307.32121      2307.31268      -2197.9359       1818.9161      21780.9564        819.5359       1701.5912       1818.9161
     2307.32815      2307.31962        493.4442       1835.3896      29266.3941       1030.7362        819.5359       1835.3896
     2307.33510      2307.32657       2024.2557       1827.7384      20327.0285        993.4419       1030.7362       1827.7384
     2307.34204      2307.33351      -4200.2335       1851.7717      33005.4345        819.5359       1316.9099       1851.7717
     2307.34898      2307.34046       -185.0284       1865.3032      32672.8539        819.5359       3707.7651       1865.3032
     2307.35593      2307.34740       -547.8165       1872.2411      32799.6955        334.0605       -561.6183       1872.2411
     2307.36287      2307.35435      -3297.8093       1903.1735      40480.0200        819.5359       -381.1632       1903.1735
     2307.36982      2307.36129       4579.0050       1896.9282      39817.2247        819.5359       1852.1311       1896.9282
     2307.37676      2307.36823       2162.7015       1889.3389      41283.3683        819.5359       3889.6819       1889.3389
     2307.38371      2307.37518      -1692.0510       1887.5285      44059.8523        819.5359        334.0605       1887.5285
     2307.39065      2307.38212       1733.1744       2017.5948      53285.6278        819.5359        230.1300       2017.5948
     2307.39760      2307.38907       -228.0628       2030.3157      55822.5027        993.4419       1827.2130       2030.3157
     2307.40454      2307.39601       4977.0553       2020.3147      56696.3209        819.5359       4148.9675       2020.3147
     2307.41148      2307.40296       3477.3989       2034.3603      58471.1776        819.5359       5601.0185       2034.3603
     2307.41843      2307.40990       3981.0504       2059.4727      73481.6276        819.5359       3999.1250       2059.4727
     2307.42537      2307.41685       5469.7706       2094.5976      76713.0299        819.5359      -1733.1465       2094.5976
     2307.43232      2307.42379       1288.8022       2096.0575      76279.5355        819.5359         82.3423       2096.0575
     2307.43926      2307.43073       4804.5427       2123.9696      80786.3375        819.5359       3849.7635       2123.9696
     2307.44621      2307.43768       8752.9350       2142.8570      81877.3266        819.5359       5241.1807       2142.8570
     2307.45315      2307.44462       4384.9465       2155.3023      86879.2951        819.5359      -2099.6302       2155.3023
     2307.46010      2307.45157       7469.9530       2173.4550      93574.2636        993.4419        -13.7560       2173.4550
     2307.46704      2307.45851       4278.9356       2195.4965      94187.7252       1030.7362       5145.3984       2195.4965
     2307.47399      2307.46546      13552.3968       2221.8121      97490.1302       1030.7362       3768.0678       2221.8121
     2307.48093      2307.47240       8760.8940       2256.3571     104253.0159       1030.7362      -1209.4523       2256.3571
     2307.48787      2307.47935       3049.1636       2255.0636     111282.6295       1030.7362       1530.0245       2255.0636
     2307.49482      2307.48629       7395.1204       2194.8890     111182.0868        993.4419        993.4419       2194.8890
     2307.50176      2307.49323      -1699.9430       2295.2799     120690.8354        993.4419        269.5352       2295.2799
     2307.50871      2307.50018       4880.9839       2333.3637     112414.5732        645.0566        130.3114       2333.3637
     2307.51565      2307.50712      -1955.0148       2256.9726     107583.4490        334.0605      -2774.5907       2256.9726
     2307.52260      2307.51407       9130.5221       2333.9622     139732.2999        334.0605       1489.8296       2333.9622
     2307.52954      2307.52101       8684.2784       2265.6475     129129.4714        334.0605       6615.7973       2265.6475
     2307.53649      2307.52796       6980.1386       2274.3193     133325.2145        334.0605        645.0566       2274.3193
     2307.54343      2307.53490       5611.9499       2252.9920      98177.1588        269.5352       1214.1249       2252.9920
     2307.55038      2307.54185       3537.5282       2320.8841     128306.4753        230.1300       3545.2443       2320.8841
     2307.55732      2307.54879      11727.3581       2311.4667      89872.6653        130.3114       3578.5596       2311.4667
     2307.56427      2307.55573      -1900.3653       2304.3748      94102.7901         82.3423      -2429.8441       2304.3748
     2307.57121      2307.56268       6346.1264       2313.6114      88142.4673         -0.9588       -204.5224       2313.6114
     2307.57815      2307.56962       5358.7488       2368.0027      91538.2809        -13.7560       1743.8011       2368.0027
     2307.58510      2307.57657       5718.0346       2400.0790      92013.2945       -204.5224       2305.1801       2400.0790
     2307.59204      2307.58351       6563.2203       2367.0232      92729.3191       -349.2545       1423.8201       2367.0232
     2307.59899      2307.59046       3236.5640       2372.7157      94205.8793       -204.5224       -694.4149       2372.7157
     2307.60593      2307.59740        331.3464       2413.1210      96945.8895       -349.2545         -0.9588       2413.1210
     2307.61288      2307.60435       -446.2384       2449.9808      94604.7806       -480.2894      -2343.7314       2449.9808
     2307.61982      2307.61129       5561.3551       2445.6078      89498.0458       -611.3662       3087.1212       2445.6078
     2307.62677      2307.61823       4595.4718       2432.5370      93055.1785       -480.2894       3487.7096       2432.5370
     2307.63371      2307.62518      -5682.1692       2488.1313     101424.4402       -611.3662       -813.0800       2488.1313
     2307.64066      2307.63212      -4358.7589       2466.7779      94806.9924       -612.2871      -2010.7984       2466.7779
     2307.64760      2307.63907      -1476.6423       2477.2272      92911.6888       -612.2871      -3482.0254       2477.2272
     2307.65454      2307.64601      -5986.3066       2439.6376      66368.9539       -612.2871      -5754.4620       2439.6376
     2307.66149      2307.65296      -1076.0022       2463.9949      55072.7804       -612.2871      -5248.4220       2463.9949
     2307.66843      2307.65990      -1788.2788       2494.9357      54942.8317       -694.4149      -2369.6722       2494.9357
     2307.67538      2307.66685      -1339.7918       2436.9732      57926.9600       -694.4149       -349.2545       2436.9732
     2307.68232      2307.67379       4894.0057       2428.6406      55680.9994       -694.4149       4393.3407       2428.6406
     2307.68927      2307.68073      -8453.5289       2482.8029      63898.4545       -694.4149      -8462.6450       2482.8029
     2307.69621      2307.68768        554.8595       2509.5935      63285.4189       -694.4149       -611.3662       2509.5935
     2307.70316      2307.69462      -2739.8930       2455.9598      62219.2590       -694.4149      -3868.2113       2455.9598
     2307.71010      2307.70157      -4483.6645       2407.6997      61261.9347       -813.0800      -5587.0785       2407.6997
     2307.71705      2307.70851       1280.0339       2406.3856      53592.9196       -813.0800      -3781.5474       2406.3856
     2307.72399      2307.71546      -4921.6678       2406.9437      59832.1747       -813.0800      -3951.5207       2406.9437
     2307.73093      2307.72240      -5824.6742       2385.6193      58633.8112       -813.0800      -5702.7760       2385.6193
