         BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     2307.24487      2307.23629     249901.0002         24.6422      -1560.4993      -1565.1589     200764.7263         24.6422
     2307.25181      2307.24323    -289388.3102       1853.2970     255956.1560      -1565.1589      53265.3917       1853.2970
     2307.30737      2307.29879     -11393.3187       2188.7893     -13927.2965      -1565.1589      -4145.8852       2188.7893
     2307.31431      2307.30573     -12583.4271       2186.4828     -10542.7077      -1565.1589      -2245.4129       2186.4828
     2307.32126      2307.31268     -15157.6505       2180.4553     -12820.8988      -1565.1589      -6665.4835       2180.4553
     2307.32820      2307.31962     -12830.6271       2186.3317     -10487.8027      -1565.1589      -3025.9713       2186.3317
     2307.33514      2307.32657     -12375.7716       2182.2325      -3262.0717      -1565.1589       -842.3029       2182.2325
     2307.34209      2307.33351     -12829.3957       2195.5807      -5449.4940       -842.3029      -2999.3878       2195.5807
     2307.34903      2307.34046     -16345.4155       2188.8103      -7304.8315       -842.3029      -3938.0335       2188.8103
     2307.35598      2307.34740     -17256.6618       2209.3583      -3886.2071       -842.3029      -4261.1028       2209.3583
     2307.36292      2307.35435     -14435.9780       2226.1790      -3624.2472       -842.3029      -3266.9928       2226.1790
     2307.36987      2307.36129     -16503.4701       2224.3981       -218.2658         67.6180        107.7779       2224.3981
     2307.37681      2307.36823     -11283.8543       2239.0215      -1828.1639        107.7779      -1874.0038       2239.0215
     2307.38376      2307.37518      -2416.0774       2261.4552        -45.7819        107.7779      -1565.1589       2261.4552
     2307.39070      2307.38212      -7914.3083       2290.6139       8029.6918        660.5925      -1673.1898       2290.6139
     2307.39765      2307.38907     -10648.4583       2300.0626      12574.0023        869.2007       1273.1176       2300.0626
     2307.40459      2307.39601     -11018.9826       2319.6056      15133.6705       1260.4074         67.6180       2319.6056
     2307.41153      2307.40296     -10156.4751       2315.6317      14888.8966       1273.1176      -1750.5475       2315.6317
     2307.41848      2307.40990      -7328.5650       2322.9918      14828.6622       1430.0338       1260.4074       2322.9918
     2307.42542      2307.41685       1181.7875       2354.5450      15894.6871       1889.8741       4512.8497       2354.5450
     2307.43237      2307.42379     -10168.7773       2361.6083      23326.1669       4017.9804       1889.8741       2361.6083
     2307.43931      2307.43073     -12927.1946       2383.1569      27691.8453       4512.8497        660.5925       2383.1569
     2307.44626      2307.43768      -8701.8424       2362.4351      31920.0416       6453.6229       1430.0338       2362.4351
     2307.45320      2307.44462     -10156.3702       2389.9415      37188.3127       6453.6229        869.2007       2389.9415
     2307.46015      2307.45157     -13103.5985       2402.1170      47722.0892       6453.6229       4017.9804       2402.1170
     2307.46709      2307.45851     -15934.9078       2463.9620      59136.9929       6453.6229       7995.0999       2463.9620
     2307.47403      2307.46546      -8491.1917       2477.3697      62324.1742       6453.6229      11905.9933       2477.3697
     2307.48098      2307.47240     -13645.2563       2499.2802      61609.6816       7108.4841       7319.3774       2499.2802
     2307.48792      2307.47935     -18070.9783       2522.2650      76022.2132       7319.3774       7108.4841       2522.2650
     2307.49487      2307.48629      -7885.1240       2548.8476      73458.3772       7995.0999      11291.5447       2548.8476
     2307.50181      2307.49323      -6831.8421       2557.8889      79738.3879       8296.1810      11383.5857       2557.8889
     2307.50876      2307.50018      -7259.6486       2576.5989     104126.7933       8296.1810       6453.6229       2576.5989
     2307.51570      2307.50712     -13949.7656       2592.6336     103145.1114       8296.1810      11238.0200       2592.6336
     2307.52265      2307.51407     -13701.5411       2628.8268      95263.3422       8296.1810      15247.1801       2628.8268
     2307.52959      2307.52101      -6004.0880       2679.0197     103420.5688       8296.1810      10147.2058       2679.0197
     2307.53654      2307.52796       1901.2047       2666.3620      82393.0104       8296.1810      23030.2495       2666.3620
     2307.54348      2307.53490      -6368.4307       2690.6344      94551.0357       8296.1810      16382.3434       2690.6344
     2307.55042      2307.54185       5621.6892       2733.5255      87286.2676       8296.1810      22091.1585       2733.5255
     2307.55737      2307.54879       1217.3210       2756.1825      92012.8801      10147.2058      24241.6170       2756.1825
     2307.56431      2307.55573      -2016.3509       2779.4472      85146.7435      10147.2058      19746.8914       2779.4472
     2307.57126      2307.56268       2995.7799       2795.9900      84664.5167      10147.2058      19723.8464       2795.9900
     2307.57820      2307.56962        -54.3212       2837.8113      81262.5064      10147.2058      20230.4482       2837.8113
     2307.58515      2307.57657      -3095.3928       2859.6155      79961.0609      10147.2058      16437.4206       2859.6155
     2307.59209      2307.58351      -3289.5612       2874.4683      82078.0944      10147.2058      15471.3496       2874.4683
     2307.59904      2307.59046       1639.0734       2920.9804      76442.6632      10147.2058      12428.6920       2920.9804
     2307.60598      2307.59740      -2098.6572       2899.6281      70598.4205      10147.2058      13347.3697       2899.6281
     2307.61293      2307.60435      -3701.6696       2905.7937      62222.3427      10147.2058      13951.4417       2905.7937
