         BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1711.38694      1711.37546      -3665.7016       3376.2374      -6030.9401     -16980.1052     -18886.4784       3376.2374
     1711.40777      1711.39629      -8666.3006       3376.3761      -4547.1142     -16222.3314     -19307.7977       3376.3761
     1711.42861      1711.41712       1495.8616       3376.0892      -6827.1882     -16980.1052     -16015.5673       3376.0892
     1711.44944      1711.43796      -2171.4530       3367.0005      -8684.1672     -16222.3314     -17703.8956       3367.0005
     1711.47027      1711.45879      -2548.0951       3375.8088      -5216.9789     -16222.3314     -14924.0217       3375.8088
     1711.49111      1711.47962      -5478.8824       3379.7825      -6452.5629     -16222.3314     -16222.3314       3379.7825
     1711.51194      1711.50046      -5270.0327       3367.3401      -6330.1788     -16222.3314     -16980.1052       3367.3401
     1711.53277      1711.52129        341.2843       3360.6949      -7335.0924     -16222.3314     -17908.0815       3360.6949
     1711.55361      1711.54212      -7719.9399       3382.3119     -13366.9566     -16222.3314     -21679.5376       3382.3119
     1711.57444      1711.56296     -11431.7904       3374.0025     -12389.7972     -16222.3314     -18991.6310       3374.0025
     1711.59527      1711.58379      -2597.4822       3359.0561      -8747.6398     -16222.3314      -9374.2064       3359.0561
     1711.61611      1711.60462      -7488.7754       3349.9839      -9161.1198     -16222.3314     -13147.1788       3349.9839
     1711.63694      1711.62546      -4957.5880       3371.3971      -9445.3153     -16015.5673     -17757.7473       3371.3971
     1711.65777      1711.64629      -4915.3251       3369.1007      -7261.2784     -16015.5673     -20624.9225       3369.1007
     1711.67861      1711.66712       1101.5761       3373.6668      -9172.0975     -16015.5673     -15418.2467       3373.6668
     1711.69944      1711.68796       9872.4870       3375.6829      -6249.9335     -16015.5673      -7798.5125       3375.6829
     1711.72028      1711.70879      -1321.5202       3362.2850      -3295.8060     -15418.2467      -5222.6207       3362.2850
     1711.74111      1711.72962      -1284.2852       3366.0453      -6262.9122     -15099.2086      -7815.5017       3366.0453
     1711.76194      1711.75046       1901.0462       3363.6788      -8986.5656     -14924.0217     -12480.2937       3363.6788
     1711.78278      1711.77129      -4089.5871       3369.4917      -6386.9671     -14924.0217     -18390.6109       3369.4917
     1711.80361      1711.79212      -5721.5677       3376.6677     -11057.9218     -14202.6727     -13573.1735       3376.6677
     1711.82444      1711.81296      -5488.7636       3374.2506      -7568.7295     -13573.1735     -17245.6199       3374.2506
     1711.84528      1711.83379       4146.6508       3372.6426      -9322.5508     -13147.1788     -12321.8840       3372.6426
     1711.86611      1711.85462       2803.2657       3364.1780      -9862.9092     -12698.9116     -17573.5727       3364.1780
     1711.88694      1711.87546       3237.8260       3367.0840      -7978.2515     -12480.2937     -15099.2086       3367.0840
     1711.90778      1711.89629      -3380.0583       3371.2337      -3966.0974     -12438.7808     -17184.1040       3371.2337
     1711.92861      1711.91712        753.6829       3366.0378      -7475.9884     -12321.8840      -9838.7314       3366.0378
     1711.94944      1711.93796       2372.1931       3371.7421      -7812.2357     -12321.8840      -9376.8129       3371.7421
     1711.97028      1711.95879       1206.5287       3363.0482      -6653.7721     -12321.8840      -8927.1608       3363.0482
     1711.99111      1711.97962         30.1539       3356.0404      -9153.2627     -11911.7759      -5998.7445       3356.0404
     1712.01194      1712.00046      -1495.1110       3355.4309     -10173.7516     -11883.9360     -16244.3369       3355.4309
     1712.03278      1712.02129       2457.8159       3354.8442      -5415.6930     -10434.5776      -8328.9181       3354.8442
     1712.05361      1712.04212       2842.3840       3363.6525      -5232.1663      -9964.2742      -7188.3412       3363.6525
     1712.07445      1712.06296       3488.3292       3372.3638      -5070.7478      -9838.7314     -12698.9116       3372.3638
     1712.09528      1712.08379      -4416.6343       3389.3003      -6250.8117      -9376.8129      -5411.6606       3389.3003
     1712.11611      1712.10462       3850.5857       3374.3980      -7019.3056      -9376.8129      -4383.4219       3374.3980
     1712.13695      1712.12546       -673.9478       3380.4416      -6953.2859      -8927.1608      -4379.8777       3380.4416
     1712.15778      1712.14629         63.0428       3378.7336      -3439.1543      -8460.9291      -5201.0264       3378.7336
     1712.17861      1712.16712     -13192.0633       3379.4269      -8170.4965      -8328.9181     -14202.6727       3379.4269
     1712.19945      1712.18796      13213.3561       3367.2469      -8457.1901      -8299.6127      -8460.9291       3367.2469
     1712.22028      1712.20879        804.1728       3371.4239      -6719.2048      -8299.6127     -10434.5776       3371.4239
     1712.24111      1712.22962      -2234.1186       3369.2829      -4489.1657      -8299.6127     -11883.9360       3369.2829
     1712.26195      1712.25046       -384.8140       3388.8061      -9372.5391      -8299.6127     -11911.7759       3388.8061
     1712.28278      1712.27129       6835.1583       3384.7198      -5480.6535      -7203.9489      -3831.9567       3384.7198
     1712.30361      1712.29212       3912.0504       3391.9336      -6535.8297      -7188.3412      -4716.3119       3391.9336
     1712.32445      1712.31296        -72.4593       3395.6913      -9874.7325      -7128.5970     -12438.7808       3395.6913
     1712.34528      1712.33379      -5424.6302       3376.7197      -8054.6057      -5998.7445      -9964.2742       3376.7197
     1712.36611      1712.35462       3439.0741       3369.4683      -5258.3605      -5411.6606      -2362.8664       3369.4683
     1712.38695      1712.37546      -1351.9871       3390.2079      -5394.0585      -5201.0264      -7203.9489       3390.2079
     1712.40778      1712.39629      -1814.8786       3371.7668      -3657.6185      -4716.3119      -7128.5970       3371.7668
     1712.42861      1712.41712     -11095.0360       3349.8045      -5026.8010      -4383.4219     -14386.5734       3349.8045
     1712.44945      1712.43796     -13591.4563       3367.3391      -8203.5776      -4379.8777     -12979.4946       3367.3391
     1712.47028      1712.45879     -10220.5778       3374.8873      -4619.7023      -3832.4031      -3832.4031       3374.8873
     1712.49111      1712.47962     -10744.3540       3412.4168      -3386.8943      -3831.9567       -887.9301       3412.4168
     1712.51195      1712.50046      -3292.6969       3398.0738      -3273.9670      -3168.5153        337.4324       3398.0738
     1712.53278      1712.52129      -5695.6149       3407.3123      -4745.2983      -2362.8664      -1173.7888       3407.3123
     1712.55362      1712.54212     -26988.8543       3398.3568      -4016.1931      -2139.7484       -416.3023       3398.3568
     1712.57445      1712.56296     -26876.0028       3391.3038      -1673.8167      -1505.9662      -8299.6127       3391.3038
     1712.59528      1712.58379     -30873.2945       3413.1300      -1062.1882      -1173.7888      -1505.9662       3413.1300
