         BTJD             TJD             cts           e_cts             bkg       bkg_model            bkg2          e_bkg2
     1711.38747      1711.37546       3165.3386        942.5949      -1341.2757       -410.9473       -185.2285        942.5949
     1711.40830      1711.39629       1882.8788        923.2386       -592.7287       -410.9473        288.0609        923.2386
     1711.42914      1711.41712        921.4975        923.6674         59.5616       -410.9473       -233.9267        923.6674
     1711.44997      1711.43796      -2047.1276        913.2136       1155.1971       -410.9473        405.1117        913.2136
     1711.47080      1711.45879       2140.6634        916.2446      -1572.3382       -410.9473       -908.3958        916.2446
     1711.49164      1711.47962         12.9750        920.8288       -119.9774       -410.9473       -155.9365        920.8288
     1711.51247      1711.50046       -300.3346        906.4051       -775.0791       -410.9473      -1842.1103        906.4051
     1711.53330      1711.52129      -3574.3286        947.8943        -90.0267       -410.9473      -1051.3891        947.8943
     1711.55414      1711.54212        979.9947        934.6395      -1491.6193       -410.9473       -798.0552        934.6395
     1711.57497      1711.56296      -1098.0258        944.4477       -433.0482       -410.9473       -888.7954        944.4477
     1711.59580      1711.58379       -435.4194        917.4816         77.9016       -410.9473      -1229.3038        917.4816
     1711.61664      1711.60462      -3077.3179        923.1154      -1710.2706       -410.9473      -2856.2799        923.1154
     1711.63747      1711.62546       -553.9217        898.6993        -27.8077       -524.9034       -321.4567        898.6993
     1711.65830      1711.64629       1340.4158        928.1994        695.2330       -524.9034        -31.3165        928.1994
     1711.67914      1711.66712       -316.9777        909.6846        100.9656       -410.9473       1069.1968        909.6846
     1711.69997      1711.68796      -1250.1246        893.3730        559.8561       -410.9473       -410.9473        893.3730
     1711.72080      1711.70879        464.6561        914.0911        -80.8215       -321.4567      -1334.9552        914.0911
     1711.74164      1711.72962        849.1943        919.5071       -779.6456       -321.4567       -674.8156        919.5071
     1711.76247      1711.75046      -1108.1347        929.5361       2324.6086       -294.9398       1474.4952        929.5361
     1711.78330      1711.77129       3013.4174        926.2525       -118.3881       -321.4567        486.4462        926.2525
     1711.80414      1711.79212       -873.5847        918.6565        786.4859       -294.9398       -820.4797        918.6565
     1711.82497      1711.81296      -2627.5739        927.7985       1923.7852       -294.9398      -1891.9100        927.7985
     1711.84581      1711.83379        -10.8821        907.8530       3959.7600       -294.9398       1475.2494        907.8530
     1711.86664      1711.85462        325.9110        917.1420       1599.3949       -294.9398       1324.1872        917.1420
     1711.88747      1711.87546        168.1712        931.8577        675.8071       -294.9398          0.9905        931.8577
     1711.90831      1711.89629      -1712.5208        902.4641       1964.6256       -321.4567       -294.9398        902.4641
     1711.92914      1711.91712       1739.9126        927.7566       -452.6173       -321.4567      -1241.8835        927.7566
     1711.94997      1711.93796      -2115.5079        913.1963        382.3888       -321.4567       -524.9034        913.1963
     1711.97081      1711.95879       -376.7695        907.9984        338.9620       -321.4567       -763.8339        907.9984
     1711.99164      1711.97962       -396.3238        908.4310       3386.3114       -294.9398       1124.2705        908.4310
     1712.01247      1712.00046       1525.6053        948.0372        109.1435       -321.3613       -950.5570        948.0372
     1712.03331      1712.02129       2576.4792        938.2484        568.6752       -321.3613       1504.3049        938.2484
     1712.05414      1712.04212       -934.5448        886.2836        858.7658       -294.9398       -702.3314        886.2836
     1712.07497      1712.06296       3082.0878        904.7906       2627.3403       -136.7970       2433.6429        904.7906
     1712.09581      1712.08379        889.9608        938.0436       -400.4844        -31.3165         42.6113        938.0436
     1712.11664      1712.10462       1923.2424        923.9973      -1160.0519          0.9905      -1655.0553        923.9973
     1712.13747      1712.12546       -805.4381        933.2632       -221.0267         42.6113       -814.6162        933.2632
     1712.15831      1712.14629      10954.3844        950.2086         70.0578        125.2503       -136.7970        950.2086
     1712.17914      1712.16712      -4103.1000        925.9321        112.0028        297.2640       -573.4758        925.9321
     1712.19997      1712.18796       -351.6101        930.6340       3082.6034        297.2640        886.4150        930.6340
     1712.22081      1712.20879        739.0061        915.9657      -1633.6622        486.4462       -691.2523        915.9657
     1712.24164      1712.22962       3220.7991        930.8576        795.8008        486.4462       2391.3630        930.8576
     1712.26248      1712.25046       3928.0928        896.2808      -1424.3102        670.8097       -594.5102        896.2808
     1712.28331      1712.27129        517.8729        927.5059        940.6895        670.8097       1308.6942        927.5059
     1712.30414      1712.29212       2521.0005        888.3604       1201.7651        711.9673       2349.3928        888.3604
     1712.32498      1712.31296       3435.7981        910.2384       1008.4926        711.9673        670.8097        910.2384
     1712.34581      1712.33379      -1696.1838        901.8118       1526.4067        718.3472        125.2503        901.8118
     1712.36664      1712.35462      -3612.4956        893.6284       2756.9584        718.3472        718.3472        893.6284
     1712.38748      1712.37546        -84.6785        879.6373       -372.1943        711.9673       -866.8935        879.6373
     1712.40831      1712.39629       1262.5297        885.9727       1902.0236        711.9673       1608.1396        885.9727
     1712.42914      1712.41712        -85.6397        909.2032        969.9356        711.9673        297.2640        909.2032
     1712.44998      1712.43796       1896.3559        928.9602       2036.6671        718.3472       2754.5429        928.9602
     1712.47081      1712.45879       2430.0254        957.7857       2125.9805        886.4150       1553.7878        957.7857
     1712.49164      1712.47962       -550.7191        983.6748       1086.5960        886.4150       -321.3613        983.6748
     1712.51248      1712.50046        709.0785        971.2463         10.0618        718.3472       -615.8665        971.2463
     1712.53331      1712.52129       4473.8584        980.1180        -19.6607        718.3472       1417.2255        980.1180
     1712.55414      1712.54212       2015.8719        933.6999       1227.4254        718.3472       1250.5925        933.6999
     1712.57498      1712.56296        446.9975        921.3514       3144.7628        886.4150       2023.2998        921.3514
     1712.59581      1712.58379       2672.3635        999.8692       2214.6223        718.3472       1298.3095        999.8692
     1712.61664      1712.60462        327.5644        965.0980       2171.7053        886.4150       1003.0044        965.0980
     1712.63748      1712.62546      -2021.4001       1019.6512       4834.2579        886.4150       1201.4738       1019.6512
     1712.65831      1712.64629       3341.6932        976.8774       1901.8508        886.4150       2177.4914        976.8774
     1712.67914      1712.66712       5073.0751       1037.9030       -861.0442        886.4150       1111.1340       1037.9030
     1712.69998      1712.68796        -78.4236       1021.0299       3319.3421        886.4150        711.9673       1021.0299
     1712.72081      1712.70879       2224.9634       1027.7368      -2647.8864        718.3472      -2813.8442       1027.7368
     1712.74164      1712.72962        486.3658       1006.2152       5009.9354        718.3472       2992.4167       1006.2152
     1712.76248      1712.75046       1372.9603       1022.0736       2523.5761        711.9673       1698.4967       1022.0736
     1712.78331      1712.77129       2169.8744       1028.8701       4617.0269        711.9673       3221.9756       1028.8701
     1712.80414      1712.79212        466.3264       1036.1079      -2335.3122        670.8097      -1455.2826       1036.1079
     1712.82498      1712.81296       3361.2355       1049.8510       -664.0328        297.2640       2116.6484       1049.8510
     1712.84581      1712.83379       4635.9186       1055.1796       1459.2399        297.2640       1180.4019       1055.1796
     1712.86664      1712.85462       1664.3207       1039.7615      -1444.5454        297.2640       -806.5656       1039.7615
     1712.88748      1712.87546      -2575.2174       1055.4459       1438.5075        273.4069       -596.7903       1055.4459
     1712.90831      1712.89629       -338.7320       1041.1357      -1255.7504        273.4069      -2374.2847       1041.1357
     1712.92915      1712.91712       2409.2304       1045.4526       -473.9741        260.4823       1284.7039       1045.4526
     1712.94998      1712.93796       3712.0094       1016.3352       2188.2086       -210.3791       1897.2734       1016.3352
     1712.97081      1712.95879       5386.2108       1043.8524       1435.6262       -210.3791        273.4069       1043.8524
     1712.99165      1712.97962      -2145.2311       1021.9565       1603.4863       -210.3791      -1144.6291       1021.9565
     1713.01248      1713.00046       1597.1736       1031.5655         12.4990        193.8822       -850.3960       1031.5655
     1713.03331      1713.02129       2479.6867       1006.6735       2504.8481        193.8822       1944.1148       1006.6735
     1713.05415      1713.04212       1208.8467       1032.0607       3030.0602       -210.3791       1572.9639       1032.0607
     1713.07498      1713.06296       5093.0049       1040.9863      -1965.9287       -596.7903        260.4823       1040.9863
     1713.09581      1713.08379          8.9728       1038.1872       3044.4525       -615.4251       2577.8224       1038.1872
     1713.11665      1713.10462        248.6737       1034.3053       -934.0958       -806.5656      -1385.2684       1034.3053
     1713.13748      1713.12546       2856.0388       1049.2322      -2678.0770       -833.3547      -1465.4162       1049.2322
     1713.15831      1713.14629       7758.1539       1041.4356      -4578.0282       -850.3960      -2577.6060       1041.4356
     1713.17915      1713.16712      -1412.4206       1029.9884      -3383.8824       -850.3960      -3518.8004       1029.9884
     1713.19998      1713.18796       1355.7574       1023.5402      -2349.7726       -872.8423      -2706.1884       1023.5402
     1713.22081      1713.20879      -1340.9583       1035.0964      -4332.7830       -872.8423      -3604.0824       1035.0964
     1713.24165      1713.22962       3149.7385       1031.3976      -2067.6535       -850.3960       -833.3547       1031.3976
     1713.26248      1713.25046       1078.7748       1029.5070      -1228.4268       -850.3960      -1525.5136       1029.5070
     1713.28331      1713.27129       1366.5803       1033.1234      -1436.6164       -850.3960       -992.2145       1033.1234
     1713.30415      1713.29212       2708.6739       1034.4679      -1381.1323       -872.8423      -1499.5489       1034.4679
     1713.32498      1713.31296       4302.8820       1031.3523       1833.9589       -850.3960       1912.0338       1031.3523
     1713.34581      1713.33379        814.8094       1037.0158       1286.4294       -850.3960       -615.4251       1037.0158
     1713.36665      1713.35462       -136.4763       1044.1070      -5398.2093       -872.8423      -3601.8703       1044.1070
     1713.38748      1713.37546       3488.2930       1046.6247      -3870.1081       -952.6448       -952.6448       1046.6247
     1713.40831      1713.39629       5676.0812       1030.6265      -1208.9561       -952.6448       -210.3791       1030.6265
     1713.42915      1713.41712       1370.1439       1038.8985      -3334.8268       -952.6448       -872.8423       1038.8985
     1713.44998      1713.43796       -406.3868       1032.4888       3083.6661       -970.9053        193.8822       1032.4888
     1713.47081      1713.45879       2751.1779       1021.4405       4085.3577       -992.2145       3272.9292       1021.4405
     1713.49165      1713.47962       5779.7327       1044.4944        -63.1055      -1095.1074        398.0447       1044.4944
     1713.51248      1713.50046      -2773.8762       1025.0783      -3446.9487       -992.2145      -3463.9762       1025.0783
     1713.53331      1713.52129       3073.8807       1042.8389      -4695.2068       -992.2145      -1821.8695       1042.8389
     1713.55415      1713.54212       2816.0448       1056.2393      -5978.7719      -1095.1074      -2699.7913       1056.2393
     1713.57498      1713.56296       4301.1074       1063.5328      -4222.6547      -1095.1074      -1808.6900       1063.5328
     1713.59582      1713.58379       3596.7430       1022.5977      -2852.8637      -1095.1074      -2365.0697       1022.5977
     1713.61665      1713.60462       -623.0445       1036.6645      -2553.5146      -1095.1074      -1805.1210       1036.6645
     1713.63748      1713.62546       5930.6060       1040.1546      -2895.8933      -1095.1074      -2211.9178       1040.1546
     1713.65832      1713.64629       7268.0725       1059.4463      -4694.3851       -992.2145       -385.9763       1059.4463
     1713.67915      1713.66712       -271.8337       1039.7092      -4763.0157       -970.9053      -3447.4044       1039.7092
     1713.69998      1713.68796       4611.9626       1037.3080       1436.3230       -952.6448       2348.0042       1037.3080
     1713.72082      1713.70879      -1771.9661       1034.6322       1517.5142       -872.8423        -66.5783       1034.6322
     1713.74165      1713.72962       1171.8630       1036.3771       3315.3100       -833.3547       2472.3597       1036.3771
     1713.76248      1713.75046       4674.0249       1037.4639      -2491.8602       -805.9327         48.5852       1037.4639
     1713.78332      1713.77129       -445.4071       1025.8755       -461.2182       -615.4251      -1095.1074       1025.8755
     1713.80415      1713.79212        -88.5038       1027.8050      -2056.4450       -589.9832       -589.9832       1027.8050
     1713.82498      1713.81296       3370.2378       1044.2590       3082.5226       -385.9763       1375.2953       1044.2590
     1713.84582      1713.83379       1235.1210       1052.4001      -1837.7341       -385.9763       -970.9053       1052.4001
     1713.86665      1713.85462       1839.6971       1056.2749      -2533.8906       -210.3791      -3171.5658       1056.2749
     1713.88748      1713.87546       2979.6698       1053.8957      -3568.9153        -66.5783       -805.9327       1053.8957
     1713.90832      1713.89629       4459.5217       1074.4466      -1964.6483         48.5852      -1798.5831       1074.4466
     1713.92915      1713.91712      -4443.4049       1069.8311      -1977.4781        193.8822      -3981.1677       1069.8311
     1713.94998      1713.93796       -488.5994       1069.3542      -1645.0503        336.2808      -2518.1192       1069.3542
     1713.97082      1713.95879       4117.2933       1064.1568      -1590.6157        398.0447      -1391.0072       1064.1568
     1713.99165      1713.97962       1418.1435       1060.3318        732.7570        398.0447       1690.4722       1060.3318
     1714.01248      1714.00046       3733.7044       1073.9275      -2671.5171        507.5438        643.6183       1073.9275
     1714.03332      1714.02129       3322.2093       1088.1875      -6168.8477        632.4073      -3020.8778       1088.1875
     1714.05415      1714.04212       1944.3958       1092.6989       -488.5196        643.6183        336.2808       1092.6989
     1714.07499      1714.06296       3490.1262       1082.2778        264.6705        746.3225        507.5438       1082.2778
     1714.09582      1714.08379       3136.0994       1087.1327       5407.4540        865.1896       2224.0323       1087.1327
     1714.11665      1714.10462       3409.5894       1073.6744      -2540.6036       1283.4840      -1180.7589       1073.6744
